ast,a,e,i,Om,om,q,Q,rasc,rdes,dnode,moid,P,syn,lnode,nodepass,owner,cls,t_fly,pool_all,pool_deep,pool_short,maxdep,fly_r,fly_z,fly_vrel
86,1.9070776,0.6224092,55.85289,271.0619,71.46206,0.72009495664608,3.09406024335392,0.9752935547684992,1.456508645370672,0.024706445231500784,0.03701642754291053,2.633616579788743,1.6121387431861878,271.0619,5.695589902917163,r5,tail,2935.3324038971414,130,1,117,40,1.0088348528938051,-0.05572372571187728,32.918321399620915
87,2.2201799,0.7775669,3.1187,339.37397,243.2457,0.49384149771469016,3.9465183022853103,1.3505875301648675,0.6502328511131579,0.3497671488868421,0.017012987767019778,3.3081275781067045,1.4332516146357357,159.37396999999999,4.534287038767938,r5,tail,3891.7087662017248,158,24,108,48,1.0460654189678378,0.035575899453319695,22.84694867470557
88,2.6003283,0.6340735,17.09388,110.80673,207.63119,0.9515290336699501,4.24912756633005,3.5479691822780124,0.9955884157478155,0.004411584252184464,0.019212876607491467,4.193168105946425,1.3131686046023592,290.80673,3.577247470409824,r4,deep,2503.0622957711566,136,19,70,43,0.9932303373710775,-0.0037265316225868336,13.801306936565885
89,1.248516,0.3248821,15.31841,8.869,233.72605,0.8428955000364,1.6541364999636,1.3824690259325434,0.9366907528197507,0.06330924718024933,0.04613222847821373,1.3950544810837504,3.531296436017398,188.869,10.75226824714919,r6,tail,3040.065456231901,241,82,111,48,0.9141660654047462,-0.0283081337155215,11.175161653678254
90,2.1505803,0.5656677,20.05615,294.79736,326.85322,0.9340664880336901,3.3670941119663103,0.9924130165295759,2.778282420359595,0.00758698347042408,0.021999732503116962,3.1537952505625024,1.4642966873192018,294.79736,4.7561743259409885,r5,tail,2189.867651528751,164,9,133,41,0.9622355400656473,-0.056866481145031275,14.274839421393379
91,2.6887981,0.6358411,0.83203,219.82254,62.87684,0.9791497584180899,4.39844644158191,1.241766483386164,2.255590713473663,0.2417664833861639,0.009015086435592491,4.408971473044718,1.2933436105016307,219.82254,3.4021540152178393,r2,deep,1948.2484923561663,124,90,31,48,1.009868104692703,0.014623069031640491,9.61717007114992
92,2.7985809,0.6752615,6.01513,157.57903,25.86502,0.9088069635946502,4.68835483640535,0.947047464662833,3.880107296604314,0.05295253533716704,0.018267979402117253,4.6817346872114145,1.2716110977451802,157.57903,3.2039406335805123,r3,deep,2014.373858808249,108,40,46,46,0.965781378939095,-0.00974364819660979,12.208156596684384
93,1.9222931,0.5397498,22.76523,239.03405,43.4167,0.8847357837336202,2.9598504162663803,0.9786010169362055,2.2408012221550444,0.021398983063794508,0.02837697662599672,2.665197582062099,1.6005293370421838,239.03405,5.62810055845627,r8,tail,3447.395258250211,394,26,327,47,1.0133559384638924,-0.04742390763732153,20.39532041471267
94,2.7461899,0.6213942,24.8525,93.21843,178.32543,1.03972342404142,4.452656375958581,4.449537520533074,1.0398936273251407,0.03989362732514068,0.021732570389802478,4.550884866160743,1.2816199448001848,273.21843,3.2960622914317828,r1,deep,3791.767592373017,110,40,59,48,1.0409863399892372,-0.022025135391797786,15.55907410053651
95,1.6416873,0.8863572,9.90138,188.12971,222.96678,0.18656594149644007,3.09680865850356,1.0014826084115882,0.21347320718046342,0.0014826084115882043,0.0016808510637084547,2.1034667808624072,1.9062348023004887,188.12971,7.13108480555614,r8,tail,811.7827559791883,472,53,395,48,0.9768838031322753,-0.0024414000772208155,32.50093423426887
96,2.2263691,0.5350316,10.84584,132.16563,206.19444,1.0351912782364399,3.41754692176356,3.0563646002762517,1.0736220278717497,0.07362202787174965,0.047062323860815075,3.321970325195748,1.4306687252412227,312.16562999999996,4.515392532627793,r8,tail,2034.3241193465458,304,25,263,43,1.0381196416301637,-0.06327420516161651,10.914190870955894
97,2.2793664,0.6462927,8.02751,347.42493,233.52042,0.8062285350547198,3.75250426494528,2.1555439278278574,0.9588538776142506,0.04114612238574944,0.011458318709540428,3.441289529658399,1.4096195833600802,167.42493000000002,4.3588311505684265,r5,tail,3182.6711759942405,161,46,80,48,1.0589940702706213,0.034273634566835916,16.561762030966875
98,1.4421785,0.586574,5.52413,311.66594,291.99797,0.5962340885409999,2.2881229114590003,0.7755658766250579,1.2123387837555015,0.21233878375550153,0.02880917840424855,1.731922782708219,2.3662643432137154,131.66593999999998,8.660894209466083,r6,tail,4028.8319363714154,144,46,66,48,1.0531045769386989,-0.021095405091781975,16.407459298901873
99,1.6984528,0.5075685,12.15584,356.54428,224.82289,0.8363716599832001,2.5605339400168003,1.9701763602032167,0.9271144577775545,0.07288554222244548,0.0397273299600311,2.213503553378276,1.8240602157415173,176.54428000000007,6.776587269131246,r6,tail,2422.5544743199353,217,75,90,48,0.9000053014095306,-0.02312297470302883,10.94665055818053
100,2.5736093,0.7155058,5.01801,150.89053,278.15998,0.7321769189160602,4.41504168108394,1.140252917912645,1.3980341061482837,0.14025291791264505,0.02110186174866646,4.128705690922636,1.3196209866914987,150.89053,3.6330998436093354,r6,tail,4423.62091029999,124,20,75,46,1.0954882736937297,-0.006117818424645744,20.93972072569022
101,2.4205161,0.5727372,12.87861,250.069,345.65955,1.0341964863310802,3.80683571366892,1.0460662029704646,3.65420728381194,0.0460662029704646,0.028956107048114823,3.7658408620154584,1.3615537009860008,250.069,3.983174156746517,r2,deep,832.1932239812921,130,100,7,48,1.061642400188436,0.03038871994120336,11.548020140039753
102,1.1226786,0.2138661,26.06566,161.20276,102.1008,0.8825757062645401,1.3627814937354599,1.1216143167868386,1.0253585984614133,0.025358598461413306,0.014165359272618028,1.1895512743870384,6.275617392886178,341.20276,12.609796923406535,r1,deep,2105.125529547897,117,77,22,47,1.042406495362849,-0.03710511187256574,14.59648130229964
103,0.9299484,0.4065044,4.69797,311.92731,82.76506,0.55192028362704,1.30797651637296,0.7384726150747489,0.8181637423332294,0.18183625766677058,0.033536602505335855,0.8967848799508191,8.688502997656842,131.92730999999998,16.72641938479451,r3,deep,3146.1541409182155,202,130,41,48,0.8722379027505655,-0.010519008746986545,13.78666074630986
104,1.4519998,0.4078352,24.75984,68.67554,110.74277,0.85982317116704,2.04417642883296,1.4148572988758814,1.0577093183625301,0.057709318362530126,0.033469142895172686,1.7496445761976271,2.3339654974524517,248.67554,8.573169776343025,r7,tail,5415.896407238584,402,25,333,47,1.0337327092855382,0.030540401728811655,19.562255552707143
105,1.1227045,0.1645913,37.1231,156.83722,249.45499,0.93791710682915,1.3074918931708501,1.1592509664142636,1.032642424516803,0.032642424516803104,0.021007423827363165,1.1895924387358972,6.274471949764849,336.83722,12.609360577257476,r3,deep,2592.6817012861884,133,58,46,47,1.0359968529352541,0.01383695598472213,19.093636648378087
106,1.3706137,0.2691824,40.78349,190.01269,218.35394,1.00166861476112,1.73955878523888,1.6114658397839938,1.0497149709289484,0.04971497092894839,0.04753391900873801,1.6046214845753943,2.6539273338959615,10.01269000000002,9.34799897931643,r4,deep,2952.9152218187105,175,32,101,46,1.0460063576159584,-0.01785955979816489,21.371243440919564
107,1.6566052,0.4679086,6.62299,218.89189,203.11336,0.88146538011528,2.43174501988472,2.2714116361774472,0.9046114585864683,0.0953885414135317,0.050029258628097345,2.1322029033555694,1.8832339124341115,38.89188999999999,7.034977757695407,r5,tail,1602.9697405508034,160,23,113,46,0.9226147115066716,0.01400183658270962,11.192190909474972
108,2.4621481,0.6417744,19.57999,168.84081,54.50171,0.88200448041136,4.04229171958864,1.0549206804793803,2.3082590292066882,0.05492068047938026,0.040407680600309456,3.8634140846632126,1.349233457136402,168.84081,3.8825763097842003,r9,tail,4101.542885393513,220,10,198,47,1.131042862020122,-0.06323127631637561,24.67548058707082
109,1.0630885,0.4831758,8.88522,325.49909,121.45239,0.5494298635417001,1.5767471364583001,1.0896092748356976,0.650819028605174,0.08960927483569758,0.020519741436893363,1.096109975662679,11.40474719824859,325.49909,13.684758220480019,r4,deep,3268.007719599851,272,175,37,48,1.1050694114066981,-0.004366873739163945,17.03256808259784
110,2.9222508,0.7155033,13.85069,192.31083,113.63224,0.8313707091723601,5.0131308908276395,1.9998024131302632,1.1083284811666296,0.10832848116662963,0.045570816664486744,4.9954685519783215,1.25028353670932,12.31083000000001,3.002721335130746,r5,tail,876.0952726711134,249,12,219,43,1.2337334466923824,-0.05654418602413011,21.616843893054405
111,2.1909924,0.5722836,30.25143,248.22125,159.71808,0.9371233817553599,3.4448614182446398,3.180974015546431,0.9587602079463234,0.04123979205367656,0.02669427800862304,3.2431072169160324,1.4458101656749445,68.22125,4.625193987346477,r3,deep,603.3481770405838,106,59,17,48,0.956551868060544,0.008838160567910525,19.070752360984223
112,1.0853129,0.186996,62.10129,0.98343,104.96868,0.8823637289516,1.2882620710483998,1.1005164839712485,0.9991060128359144,0.000893987164085619,0.003784943969844444,1.1306610919384725,8.653387746605498,180.98343,13.266574844530211,r4,deep,4978.885490086221,212,128,25,48,0.9889575983951079,0.0524671421867318,33.76036297662257
113,1.833463,0.8651747,8.41081,38.76304,49.00459,0.24719719901390008,3.4197288009860998,0.2941309510523873,1.0661800142744142,0.06618001427441422,0.009162424576805831,2.4826084269846875,1.6744869257446413,218.76304,6.042032177510416,r4,deep,2068.808285211231,200,48,97,48,0.9033819912572861,0.015024805733134038,35.13113953839654
114,2.501242,0.6462794,28.42255,142.31976,218.49978,0.8847408209852001,4.1177431790148,2.947160261169352,0.9672898292526385,0.03271017074736149,0.04136409651007311,3.95579310267181,1.3383186729463834,322.31976,3.791907112095611,r3,deep,1183.6184940817457,106,58,27,44,0.9766524459189908,0.01631887390890108,20.973737297495877
115,1.9014803,0.5951473,3.69008,109.438,43.4671,0.7698194334518099,3.03314116654819,0.8575607853402683,2.161699267856237,0.14243921465973175,0.023347547651049554,2.6220305380727122,1.6165112040296075,109.438,5.7207571697565145,r2,deep,1406.4793466347753,170,144,2,48,0.9757794977596803,-0.022294739337579767,14.839170430240923
116,2.5405049,0.6679634,6.22709,64.2053,142.61518,0.84354060927934,4.2374691907206605,2.9983738890653,0.919155504897186,0.080844495102814,0.03219031409674339,4.049300949691153,1.3279440161855078,244.2053,3.7043430918969054,r5,tail,4337.034558407044,140,19,96,43,0.9443949964084281,-0.009727355571238078,12.326628766618112
117,0.9326616,0.0913984,18.68411,278.65037,118.23951,0.84741782201856,1.01790537798144,0.9666752130461057,0.8865315820916698,0.03332478695389429,0.05019375752356527,0.9007124052963308,9.071751692490588,278.65037,16.653484410559507,r1,deep,3415.8729813799305,154,97,43,48,0.9724324127430698,-0.022345639127223607,11.413777516674475
118,1.4900466,0.3666013,68.42022,262.94888,188.81131,0.94379357937942,2.0362996206205803,2.022484596195159,0.9467910567956218,0.05320894320437819,0.03774048658638236,1.8188621112352017,2.221206826252546,82.94887999999997,8.24691432481014,r9,tail,1889.7067499385603,425,37,367,48,0.9475932424253013,0.01703334714201212,37.246927862810146
119,2.8027314,0.6361596,13.44416,272.69833,171.76973,1.0197469136685597,4.58571588633144,4.504597892321171,1.0238468908952691,0.023846890895269146,0.03931237155929954,4.692153579856886,1.270844638060468,92.69833,3.1968263068783673,r7,tail,3410.158723596501,305,11,268,46,1.0228649561369394,0.004361704605977128,10.477435765824337
120,2.4281288,0.6737478,7.77266,261.43576,54.65804,0.79218236288336,4.064075237116641,0.9540779349949334,2.172677288446157,0.04592206500506657,0.01967465470603509,3.7836205903786415,1.3592443609076679,261.43576,3.9644567000569397,r7,tail,3115.3643239361413,283,29,240,46,1.2874223014698896,-0.09431571050207248,19.596868785395905
121,2.5188915,0.6365663,13.75276,275.18421,331.89473,0.9154500577435499,4.122332942256451,0.9594558102793865,3.416671876387542,0.040544189720613466,0.04412702012734968,3.9977367388256217,1.3335849966570963,275.18421,3.7521230085817034,r5,tail,3667.454776014911,147,17,102,47,0.9324010297245175,-0.04046527730585331,11.902332041962374
122,1.9956563,0.5058072,10.06177,164.87309,150.28551,0.98623897473464,3.0050736252653603,2.6486123798405923,1.0318135013400889,0.03181350134008887,0.01588982573527653,2.819217750444684,1.549686808935084,344.87309,5.320624842701137,r4,deep,3700.5813798096347,146,49,51,48,1.060393097939712,-0.02555986221444349,10.072962928939623
123,2.0847298,0.5932104,4.48847,227.75939,290.41368,0.8480464014500799,3.32141319854992,1.1194845669838143,1.7036088858196938,0.11948456698381427,0.019962542510017174,3.010056597650709,1.4974984292326734,227.75939,4.983295002395374,r3,deep,2452.0416205793076,173,102,60,48,1.0237202568369574,-0.016943776137191943,11.372244279610872
124,2.2344631,0.5767474,16.18609,116.62205,139.53984,0.9457423166790601,3.52318388332094,2.6572639901044757,1.0364007579579402,0.03640075795794018,0.013700842428059207,3.3401023934502114,1.4273317282179327,296.62205,4.490880288405025,r7,tail,859.4822837021692,322,37,268,48,0.9994023945475212,0.0436919350710247,12.939261412432563
125,1.6992091,0.8257849,39.01303,181.67697,123.38896,0.2960278832774099,3.10239031672259,0.9907050039776304,0.3716076773249998,0.009294996022369606,0.006074872955592421,2.214982186535956,1.823057334569741,181.67697,6.772063491607003,r2,deep,3267.807269062195,150,85,37,48,0.9391440092239572,0.025324026799157257,36.38232618998478
126,2.4077964,0.6238857,2.42699,338.65275,20.33259,0.9056066575285201,3.90998614247148,0.9278172265856167,3.5437234465748713,0.07218277341438328,0.01733729892319621,3.736195914247076,1.365470906082824,338.65275,4.014778760075493,r3,deep,883.5176036131403,123,88,7,48,0.9112989917862706,0.019689457227566695,8.354807555661663
127,2.0677254,0.6691596,2.11568,232.85463,135.64523,0.6840870984261601,3.45136370157384,2.1894064075138155,0.7723212996389955,0.22767870036100446,0.019293509628710476,2.9733038554681404,1.5067643268566782,52.854629999999986,5.04489306480191,r2,deep,332.4797964314642,221,195,5,48,0.9751496116956656,-0.018457116052075482,19.766090107522487
128,0.8278977,0.2094484,8.54804,273.62643,327.01857,0.6544958513713199,1.00129954862868,0.6732858817577355,0.9602988274679888,0.03970117253201122,0.017827508441412853,0.7532948773655039,3.0534221151197647,93.62643000000003,19.912520914066825,r2,deep,1759.4365097482344,171,138,27,48,0.9394455525576723,-0.020155736848424633,6.678148079257538
129,3.3418316,0.8320031,35.60472,80.21035,95.80133,0.56141734912204,6.1222458508779605,1.1229571896499644,0.9487315500686828,0.051268449931317184,0.04217531127912375,6.109094483776245,1.1957294004202637,260.21035,2.4553557061255296,r5,tail,2351.3647820035667,156,14,128,46,1.0382861332936257,0.05429657211038976,30.311930403921888
130,1.8896615,0.5208196,5.43674,104.69532,221.57844,0.9054887534346,2.8738342465654,2.2560296735087317,0.9909952750103308,0.0090047249896692,0.009702309772960258,2.5976224094530314,1.6259301284728247,284.69532,5.774511316738478,r9,tail,2037.4707220463897,134,80,44,48,0.9790358188009838,-0.0046892427073700485,16.66855915903148
131,8.6053869,0.8827231,133.99961,128.96684,158.413,1.00921309893261,16.20156070106739,10.603588621547054,1.043530062122496,0.043530062122496105,0.026157930772200324,25.24385062169724,1.0412475730693145,308.96684,0.5942041182539486,miss,miss,nan,0,0,0,0,nan,nan,nan
132,2.4211089,0.631387,8.56552,178.00841,243.15297,0.8924522149556999,3.9497655850443008,2.0366734676773337,1.1328992429530365,0.13289924295303646,0.04534810617036722,3.7672243647769954,1.3613729384319684,358.00841,3.9817113470192638,r8,tail,2801.5407879014288,372,19,325,48,1.063879424090081,-0.024408849659887058,16.77595998071814
133,2.8055539,0.8221067,9.62248,169.75955,102.82204,0.4990892415988701,5.11201855840113,1.1123333707539764,0.7690792800144678,0.11233337075397642,0.019435059454449247,4.6992432373817685,1.270325560075302,169.75955,3.192003316763276,r1,deep,3703.137054798507,113,45,41,47,0.9387164592605214,0.028983885635126303,25.72894070773533
134,1.3762055,0.3023014,38.14572,344.3211,220.72405,0.9601766506623001,1.7922343493377,1.622056214409863,1.017359898390429,0.017359898390429063,0.024584322540260273,1.6144512431904379,2.6274684298914637,164.3211,9.291082690337168,r6,tail,2040.879700224747,155,46,67,43,1.0165595251070583,-0.003089647512991974,20.796068630020216
135,1.7052889,0.6889445,8.74062,34.00167,99.72654,0.5304394914339501,2.8801383085660497,1.0138944843076976,0.8024788331870362,0.013894484307697574,0.004835115655685749,2.2268806816948974,1.8150751861367083,34.00167,6.735879530188108,r5,tail,3997.539563745107,235,113,71,48,0.9348907899185483,-0.03243802681370208,23.151133822043636
136,1.1049736,0.0755396,24.09941,290.33711,37.15512,1.02150433624544,1.1884428637545599,1.0362788769315179,1.169051468135156,0.03627887693151788,0.018094579671473522,1.1615231044324532,7.191064761377136,290.33711,12.91407802630783,r4,deep,237.2107114002815,159,39,54,47,1.0341291177764975,0.021093699336981353,11.891276726612126
137,2.4143354,0.5958396,18.80198,283.609,355.74077,0.97577876099816,3.8528920390018406,0.9767859859276066,3.837268310184531,0.02321401407239343,0.04157490850757978,3.751426166748907,1.3634478773535845,283.609,3.99847933379412,r8,tail,1607.197490033346,396,44,323,48,0.9793566154271204,-0.06713902627813824,14.448555181833438
138,3.2876537,0.6836654,46.98405,187.08625,168.80552,1.03999861812802,5.53530878187198,5.316689335086402,1.0480959033962647,0.04809590339626468,0.045572427239939005,5.961136935615902,1.2015666999273937,7.086250000000007,2.516298511845913,r8,tail,3615.9610177395466,338,15,317,47,1.0481545458827415,-0.0005387155228853759,31.4209916428835
139,3.0387546,0.6736503,57.84046,177.37634,204.636,0.9916966520836199,5.08581254791638,4.281365791092272,1.0294124125822988,0.029412412582298764,0.02419121334322297,5.297164305311035,1.2327116044327326,357.37634,2.8317037447678794,r8,tail,4233.630526676329,323,24,277,45,1.0309595144274086,0.007450558063490173,34.372511911433776
140,2.7252728,0.6949311,14.10845,92.64957,248.42475,0.8313959752959199,4.61914962470408,1.8928657141665666,1.1223509994236132,0.12235099942361316,0.0455036296037167,4.49898942707165,1.2857968052898385,272.64957,3.334082074018867,r4,deep,1375.0905570264365,133,18,79,42,1.0609665517319533,-0.029749458377917787,17.158655110883657
141,1.2189153,0.5698609,3.20528,307.34369,324.83375,0.5243031301182299,1.91352746988177,0.5615047033258643,1.540927811791804,0.43849529667413567,0.033980993141801745,1.3457373081493056,3.892369369545022,307.34369,11.146306124654005,r7,tail,3342.0799370319423,490,71,366,48,1.0743164076999603,0.05897750761257913,20.215316107108148
142,1.6550928,0.6239317,6.0672,34.03403,92.93111,0.6224279356382401,2.6877576643617602,1.044092086267982,0.9795287116195941,0.020471288380405905,0.006460282773730166,2.1292836735199434,1.8855170967654478,214.03403,7.044622652463834,r9,tail,5381.590650112524,165,87,40,48,1.5922470508725306,-0.10534992523974468,13.247492253391185
143,1.7198356,0.56153,28.82828,222.69423,280.98297,0.754096315532,2.6855748844679996,1.0637435308014183,1.3186104615546297,0.06374353080141826,0.038280025813647686,2.255435447220056,1.796536374860473,222.69423,6.650600449899064,r6,tail,920.7499888764751,162,42,73,48,1.0713114162063215,0.007317930876459995,20.895446813833107
144,17.8136156,0.9469937,19.56623,48.89139,333.20875,0.9442338525782791,34.68299734742172,0.9962494784830056,11.886704199500322,0.0037505215169943984,0.005193414548284095,75.1844651651643,1.0134799111616375,48.89139,0.19950929978750512,miss,miss,nan,0,0,0,0,nan,nan,nan
145,1.7723384,0.4846564,15.15631,61.2066,232.43344,0.91336325147424,2.63131354852576,1.9247761549337514,1.046734561997353,0.04673456199735293,0.02174153467704224,2.3594999403591754,1.7355645780578728,241.2066,6.357279245244067,r5,tail,661.9920405864818,368,34,317,47,1.0816836663115188,0.02961793399715334,15.968238956289245
146,1.4913987,0.5783451,7.79145,110.66657,97.80704,0.6288555697086301,2.3539418302913697,1.07717486986137,0.9202550937096305,0.0771748698613699,0.01993969895631346,1.8213383840690112,2.2175249804421377,110.66657,8.23570190536963,r4,deep,2319.317080539603,206,107,48,48,1.055734628591142,0.004663801200545085,16.670802493103604
147,2.6301994,0.6401361,70.55951,18.46202,13.16707,0.94651381386166,4.31388498613834,0.9563265358146935,4.1211573101854215,0.04367346418530649,0.042723184805252626,4.26562832456101,1.306219783947528,18.46202,3.516480775793728,r7,tail,5122.601194649575,291,21,235,48,0.9577675101221343,-0.014621382250289803,42.46944402171207
148,2.5128427,0.6316815,9.87177,48.48253,325.71499,0.92552645399995,4.10015894600005,0.9922731170610911,3.1588382998468907,0.0077268829389088856,0.0013137843598848224,3.983345297019162,1.3351941865392383,48.48253,3.76567906659382,r8,tail,4892.597134503157,168,8,146,42,0.926191475272581,-0.08129542184179905,16.335667357409907
149,2.0334038,0.5609582,6.50656,111.23173,104.54677,0.8927492644788401,3.17405833552116,1.6220903024050328,1.2214472645331518,0.22144726453315178,0.04946873950747382,2.899582341570846,1.5264315097670667,291.23172999999997,5.173158832204008,r4,deep,5401.693418230146,152,30,87,48,0.9185797049217894,0.08273165614568748,8.365797493144697
150,2.1345095,0.5147127,7.35457,116.19322,182.65206,1.03585035207935,3.23316864792065,3.2294999232034054,1.0362274929654,0.036227492965400065,0.01821245383649847,3.1185099787839454,1.4720298747773728,296.19322,4.809989418680395,r8,tail,5092.094025888273,291,34,229,47,1.0782740383030496,-0.07004826848988593,12.377343233997857
151,2.5857049,0.633655,11.22959,154.89353,161.15463,0.9472600615905001,4.2241497384095,3.8657168440571277,0.9673742382157683,0.03262576178423171,0.034037898028676586,4.157846363190114,1.3166715175432986,334.89353,3.607636908568028,r5,tail,3381.0971758688393,169,49,102,48,0.9866130855990167,-0.02463518690001712,12.57419573899302
152,3.2012994,0.7597263,13.50267,202.66443,238.6247,0.7691880516457801,5.63341074835422,2.23930770727427,0.9699152058070184,0.0300847941929816,0.01284754292830769,5.727821032401537,1.2115139285405736,22.66443000000004,2.6187969063884773,r4,deep,715.6654507503684,163,59,47,47,1.012808104855296,0.020978975333284976,18.51760660608033
153,1.1824116,0.6294724,1.52282,272.10936,140.23618,0.43811613236015995,1.9267070676398401,1.3831686646209589,0.4811063600499828,0.3831686646209589,0.010213646219796197,1.2857396072023919,4.49968983925876,272.10936,11.666436902133022,r2,deep,4866.310071740108,203,137,25,48,1.0611493175902176,0.009140574582516428,19.6927184788908
154,1.7870592,0.4456396,9.93722,58.61606,27.69964,0.99067485293568,2.58344354706432,1.0269553307773784,2.36551460280507,0.02695533077737844,0.031440517597034943,2.3889574219987644,1.7199644741888205,58.61606,6.278889636906956,r6,tail,1937.0602018314335,146,19,90,45,1.0171769227695557,0.012163968588320733,7.640365070765561
155,1.2344234,0.2800086,19.00837,286.22318,306.85627,0.8887742319587602,1.58007256804124,0.9740458352084849,1.3672750737652932,0.025954164791515133,0.03821865438723425,1.371501284139249,3.6917807358780808,286.22318,10.936920127941377,r2,deep,169.89508628367844,145,106,7,48,0.9711948041926558,-0.004868858242574143,12.828901847802808
156,1.8597596,0.4519655,26.05772,173.52007,3.5577,1.0192124225062,2.7003067774938003,1.019824206552004,2.696021838580616,0.01982420655200401,0.02520476986542788,2.5362100186984438,1.6509526613081535,173.52007,5.914336702958788,r5,tail,605.0247313005297,146,24,84,46,1.0194608058537433,0.04544819392793482,15.452468070876854
157,2.7471745,0.7063586,20.66508,138.78161,235.30583,0.8066841662243001,4.6876648337757,2.3020439580645085,0.9817668319281128,0.01823316807188724,0.021861014107956604,4.553332549864694,1.2814259532331356,318.78161,3.2942904643425917,r7,tail,1575.9818064491724,429,26,366,48,1.0197523808618352,0.03141132901154682,21.28104182856636
158,2.8512813,0.6598776,20.67934,38.60318,347.10424,0.9697846388311202,4.73277796116888,0.9796071776281504,4.511987400751417,0.020392822371849584,0.012950820268109937,4.81459874928767,1.262150770165994,38.60318,3.1155244250041148,r7,tail,4769.050929263106,382,23,328,47,0.9730464273283013,-0.03263565052909918,15.322113118744197
159,2.6909603,0.6769401,5.39883,105.20898,246.81591,0.8693413654219698,4.51257923457803,1.9875091360984156,1.151070476264883,0.1510704762648829,0.026784007325288104,4.414290761077776,1.2928865963613285,285.20898,3.3980543674784256,r3,deep,3288.252473514267,107,49,39,48,1.0545361761052712,-0.019297329475653182,17.8369565195458
160,2.3202498,0.5611728,1.94299,264.05008,278.72548,1.0181887230345599,3.62231087696544,1.4648644296903357,1.7374804924940745,0.4648644296903357,0.039148173956699,3.5342894625199937,1.394587916964166,264.05008,4.2441345450252985,r3,deep,2815.1923346526933,141,39,83,48,1.0780308522846658,-0.02758837115915503,7.173276218121248
161,2.6899898,0.7933788,17.17979,353.93105,95.746,0.55580892046376,4.824170679536241,1.082783571644301,0.9234263562169907,0.07657364378300935,0.025136159219198127,4.411902942742463,1.293091572879329,173.93105000000003,3.3998934687978237,r1,deep,3881.39266829013,119,45,61,47,1.1976703037968879,-0.03979915225563807,25.821300237547426
162,0.8649325,0.2085728,16.72622,96.44687,16.61338,0.684531106664,1.045333893336,0.6894983321519393,1.0339590392756912,0.033959039275691216,0.015248938758482865,0.8044023379259045,4.112535545650769,276.44687,18.647384887861534,r2,deep,3709.030340974195,151,87,40,48,1.0294345717956517,0.01601895435878245,7.6549732008469045
163,1.0494373,0.4990536,26.60392,165.54034,72.16443,0.5257118374607199,1.5731627625392797,0.6835823966357213,0.9302641720664628,0.06973582793353716,0.04919824774457757,1.0750650524318957,14.321778478837013,345.54034,13.952644043324286,r4,deep,2182.027640481983,118,66,29,48,0.9567082565006143,-0.02128736262444062,18.557628844567837
164,1.5428663,0.6459551,7.30927,243.71849,76.88929,0.54624394489687,2.5394886551031304,0.7841901914814559,1.0534487016244998,0.05344870162449977,0.011749735027201582,1.9164277004912758,2.0911935545640135,63.718489999999974,7.827062819095525,r3,deep,1729.8586473074156,153,86,33,48,0.8904866644359376,-0.024044693898515077,23.938501623617856
165,1.198012,0.8502024,19.13504,303.99962,224.53117,0.1794593223712,2.2165646776288,0.8429086315089941,0.2067365610634712,0.1570913684910059,0.03909011198802739,1.3112688739772396,4.212656592426011,303.99962,11.439301502294612,r7,tail,519.3167517283431,448,68,345,48,1.0017291504329506,0.0364583800417336,30.16293854748762
166,2.820635,0.6509089,20.77419,76.38375,20.49371,0.9846585748484998,4.6566114251515,1.0098578542915415,4.165095928047149,0.009857854291541512,0.023395410249723945,4.737184895435214,1.267581087898929,76.38375,3.1664375216711744,r6,tail,4696.362146281705,118,20,73,43,1.0217451290108488,-0.027072828030924156,16.92137120777302
167,2.7239489,0.6517055,73.64108,249.00759,145.39576,0.9487364201510499,4.49916137984895,3.380250741596488,1.0199282417267113,0.01992824172671126,0.032997568846040305,4.4957115045738725,1.2860647964488992,69.00759,3.3365130268566423,r3,deep,4815.613401567203,104,37,50,48,1.0150609559976025,0.019675617331418135,41.129949218588074
168,1.6075949,0.3799384,23.65377,3.07513,27.01906,0.99680786584584,2.2183819341541597,1.0276907600575116,2.0793219596031807,0.027690760057511588,0.02330560021178584,2.0382850993228874,1.9631266023678324,3.07513,7.359127535683285,r7,tail,1295.18471750588,450,55,363,47,1.0197032681409974,0.02654115506072245,15.204898036674019
169,2.3875802,0.6134804,12.81196,41.67682,233.72284,0.9228465438719199,3.85231385612808,2.3374797728894876,1.092446257732045,0.09244625773204507,0.04393908560415388,3.6892403758143426,1.3718522185645772,221.67682,4.065877652845806,r6,tail,552.6595045593695,142,2,107,47,1.0946682659911584,0.0013551691690423886,14.905084320788623
170,1.5519617,0.4781415,3.58083,135.03605,160.00503,0.80990440481945,2.2940189951805503,2.1739561427858063,0.8260101193706603,0.17398988062933973,0.04501325207587697,1.933399041775956,2.0713531461285024,315.03605,7.758357005401999,r6,tail,5283.299662208806,135,40,61,47,1.227482188943722,0.07059233745787083,12.534701680204039
171,1.4778142,0.7523783,18.03421,139.50669,303.92609,0.36593886448813995,2.5896895355118605,0.45161945018948835,1.1054732497192394,0.10547324971923944,0.02540556088913488,1.796510471352989,2.255476275536409,319.50669,8.349519938340906,r2,deep,4144.0628940850465,140,85,43,48,1.0604349840919576,-0.012788119570037481,24.78276128777957
