{'route': 'r9', 'ast': 184, 'ok': True, 'sec': 4.3, 'tank0': 902.8308305092615, 'tank': 901.8613866238742, 'dkg': 0.9694438853873635, 'dJ': 0.0009915492918282087}
{'route': 'r1', 'ast': 278, 'ok': True, 'sec': 4.5, 'tank0': 944.3802538593361, 'tank': 942.2473125506069, 'dkg': 2.132941308729187, 'dJ': 0.0022707419042491406}
{'route': 'r1', 'ast': 272, 'ok': True, 'sec': 2.1, 'tank0': 944.3802538593361, 'tank': 943.684947711901, 'dkg': 0.6953061474350761, 'dJ': 0.0007407370259679968}
{'route': 'r1', 'ast': 28, 'ok': True, 'sec': 2.3, 'tank0': 944.3802538593361, 'tank': 943.3917658341378, 'dkg': 0.9884880251983077, 'dJ': 0.0010529273677606366}
{'route': 'r1', 'ast': 1, 'ok': True, 'sec': 2.9, 'tank0': 944.3802538593361, 'tank': 943.1296879825079, 'dkg': 1.2505658768282046, 'dJ': 0.0013319228065342692}
{'route': 'r1', 'ast': 292, 'ok': True, 'sec': 1.0, 'tank0': 944.3802538593361, 'tank': 943.3767980743273, 'dkg': 1.0034557850087822, 'dJ': 0.001068863209926274}
{'route': 'r1', 'ast': 42, 'ok': True, 'sec': 4.0, 'tank0': 944.3802538593361, 'tank': 941.3753931371077, 'dkg': 3.0048607222283863, 'dJ': 0.003197655724400672}
{'route': 'r1', 'ast': 67, 'ok': True, 'sec': 4.4, 'tank0': 944.3802538593361, 'tank': 939.2993574741008, 'dkg': 5.080896385235292, 'dJ': 0.005401510308781887}
{'route': 'r1', 'ast': 270, 'ok': True, 'sec': 3.1, 'tank0': 944.3802538593361, 'tank': 941.9585418022799, 'dkg': 2.4217120570561974, 'dJ': 0.0025778121513049257}
{'route': 'r1', 'ast': 248, 'ok': True, 'sec': 1.0, 'tank0': 944.3802538593361, 'tank': 944.158346308091, 'dkg': 0.22190755124506722, 'dJ': 0.0002364604522673286}
{'route': 'r1', 'ast': 8, 'ok': True, 'sec': 7.5, 'tank0': 944.3802538593361, 'tank': 929.644807608695, 'dkg': 14.735446250641075, 'dJ': 0.015592696334563616}
{'route': 'r1', 'ast': 206, 'ok': True, 'sec': 5.9, 'tank0': 944.3802538593361, 'tank': 919.4843557377784, 'dkg': 24.895898121557707, 'dJ': 0.026215185233274374}
{'route': 'r1', 'ast': 70, 'ok': True, 'sec': 7.4, 'tank0': 944.3802538593361, 'tank': 928.7032021227805, 'dkg': 15.677051736555654, 'dJ': 0.016581549282463692}
{'route': 'r1', 'ast': 49, 'ok': True, 'sec': 5.8, 'tank0': 944.3802538593361, 'tank': 941.4506439034808, 'dkg': 2.9296099558553124, 'dJ': 0.003117689267508439}
{'route': 'r1', 'ast': 194, 'ok': True, 'sec': 4.3, 'tank0': 944.3802538593361, 'tank': 939.7179177193187, 'dkg': 4.6623361400173735, 'dJ': 0.004957533788109814}
{'route': 'r1', 'ast': 210, 'ok': True, 'sec': 4.8, 'tank0': 944.3802538593361, 'tank': 941.0556397669811, 'dkg': 3.3246140923549774, 'dJ': 0.0035373824289044453}
{'route': 'r1', 'ast': 102, 'ok': True, 'sec': 3.2, 'tank0': 944.3802538593361, 'tank': 939.2064235837094, 'dkg': 5.173830275626756, 'dJ': 0.005500063180432058}
{'route': 'r1', 'ast': 43, 'ok': True, 'sec': 3.5, 'tank0': 944.3802538593361, 'tank': 935.9615086689528, 'dkg': 8.418745190383333, 'dJ': 0.0089356465345094}
{'route': 'r1', 'ast': 183, 'ok': True, 'sec': 5.4, 'tank0': 944.3802538593361, 'tank': 938.9664412198493, 'dkg': 5.413812639486764, 'dJ': 0.005754514627679619}
{'route': 'r1', 'ast': 294, 'ok': True, 'sec': 2.7, 'tank0': 944.3802538593361, 'tank': 940.8732090751565, 'dkg': 3.507044784179584, 'dJ': 0.003731161877998268}
{'route': 'r1', 'ast': 293, 'ok': True, 'sec': 6.1, 'tank0': 944.3802538593361, 'tank': 937.1310781957006, 'dkg': 7.249175663635469, 'dJ': 0.00769859249587479}
{'route': 'r1', 'ast': 215, 'ok': True, 'sec': 0.9, 'tank0': 944.3802538593361, 'tank': 943.9104645870403, 'dkg': 0.4697892722957704, 'dJ': 0.0005005390698777923}
{'route': 'r1', 'ast': 9, 'ok': True, 'sec': 0.7, 'tank0': 944.3802538593361, 'tank': 944.375720539596, 'dkg': 0.004533319740062325, 'dJ': 4.831121781068148e-06}
{'route': 'r1', 'ast': 30, 'ok': True, 'sec': 2.9, 'tank0': 944.3802538593361, 'tank': 941.3219995057608, 'dkg': 3.0582543535753075, 'dJ': 0.0032543918350076417}
{'route': 'r1', 'ast': 268, 'ok': True, 'sec': 3.2, 'tank0': 944.3802538593361, 'tank': 943.077323577949, 'dkg': 1.3029302813871482, 'dJ': 0.001387659024874477}
{'route': 'r1', 'ast': 72, 'ok': True, 'sec': 1.9, 'tank0': 944.3802538593361, 'tank': 942.2558592563851, 'dkg': 2.1243946029510425, 'dJ': 0.0022616522944007844}
{'route': 'r1', 'ast': 61, 'ok': True, 'sec': 7.0, 'tank0': 944.3802538593361, 'tank': 935.011264633324, 'dkg': 9.368989226012104, 'dJ': 0.009939692210927609}
{'route': 'r1', 'ast': 117, 'ok': True, 'sec': 5.7, 'tank0': 944.3802538593361, 'tank': 938.860869083187, 'dkg': 5.5193847761490815, 'dJ': 0.005866433336232824}
{'route': 'r1', 'ast': 222, 'ok': True, 'sec': 2.6, 'tank0': 944.3802538593361, 'tank': 943.7639944887244, 'dkg': 0.616259370611715, 'dJ': 0.0006565502348128138}
{'route': 'r1', 'ast': 133, 'ok': True, 'sec': 2.0, 'tank0': 944.3802538593361, 'tank': 942.4122148366953, 'dkg': 1.9680390226408235, 'dJ': 0.002095351535993162}
{'route': 'r1', 'ast': 94, 'ok': True, 'sec': 3.6, 'tank0': 944.3802538593361, 'tank': 938.991496817646, 'dkg': 5.388757041690155, 'dJ': 0.0057279511183259135}
{'route': 'r1', 'ast': 66, 'ok': True, 'sec': 1.7, 'tank0': 944.3802538593361, 'tank': 938.1264683058125, 'dkg': 6.253785553523585, 'dJ': 0.00664466859907753}
{'route': 'r1', 'ast': 161, 'ok': True, 'sec': 2.2, 'tank0': 944.3802538593361, 'tank': 940.6444849004158, 'dkg': 3.735768958920289, 'dJ': 0.003974066682468802}
{'route': 'r1', 'ast': 41, 'ok': True, 'sec': 4.5, 'tank0': 944.3802538593361, 'tank': 934.7712225504961, 'dkg': 9.60903130884003, 'dJ': 0.010193179404409447}
{'route': 'r1', 'ast': 221, 'ok': True, 'sec': 2.4, 'tank0': 944.3802538593361, 'tank': 923.849556092784, 'dkg': 20.530697766552066, 'dJ': 0.021664388336683826}
{'route': 'r1', 'ast': 281, 'ok': True, 'sec': 5.3, 'tank0': 944.3802538593361, 'tank': 923.6311390089694, 'dkg': 20.74911485036671, 'dJ': 0.02189255403188306}
{'route': 'r1', 'ast': 214, 'ok': True, 'sec': 4.5, 'tank0': 944.3802538593361, 'tank': 931.6366495961823, 'dkg': 12.74360426315377, 'dJ': 0.013497927480232041}
{'route': 'r1', 'ast': 260, 'ok': True, 'sec': 1.2, 'tank0': 944.3802538593361, 'tank': 943.6136199130289, 'dkg': 0.7666339463072518, 'dJ': 0.0008166974404670846}
{'route': 'r1', 'ast': 55, 'ok': True, 'sec': 1.3, 'tank0': 944.3802538593361, 'tank': 943.8471811964016, 'dkg': 0.5330726629345008, 'dJ': 0.000567947428376403}
{'route': 'r1', 'ast': 239, 'ok': True, 'sec': 0.6, 'tank0': 944.3802538593361, 'tank': 944.3510852533542, 'dkg': 0.029168605981908513, 'dJ': 3.108437828180932e-05}
{'route': 'r1', 'ast': 195, 'ok': True, 'sec': 2.5, 'tank0': 944.3802538593361, 'tank': 942.224541510383, 'dkg': 2.1557123489531023, 'dJ': 0.0022949590432463918}
{'route': 'r1', 'ast': 35, 'ok': True, 'sec': 1.2, 'tank0': 944.3802538593361, 'tank': 942.4094249236132, 'dkg': 1.9708289357229205, 'dJ': 0.0020983191233230336}
{'route': 'r3', 'ast': 81, 'ok': True, 'sec': 7.2, 'tank0': 986.2866782075373, 'tank': 978.6900023041889, 'dkg': 7.596675903348455, 'dJ': 0.008391135806201211}
{'route': 'r3', 'ast': 277, 'ok': True, 'sec': 2.7, 'tank0': 986.2866782075373, 'tank': 984.7108049139249, 'dkg': 1.5758732936124034, 'dJ': 0.0017455188541584121}
{'route': 'r3', 'ast': 291, 'ok': True, 'sec': 3.6, 'tank0': 986.2866782075373, 'tank': 984.2430731386391, 'dkg': 2.0436050688981595, 'dJ': 0.002263115103084301}
{'route': 'r3', 'ast': 111, 'ok': True, 'sec': 1.2, 'tank0': 986.2866782075373, 'tank': 986.1612424645867, 'dkg': 0.1254357429505717, 'dJ': 0.00013903194844422373}
{'route': 'r3', 'ast': 63, 'ok': True, 'sec': 0.7, 'tank0': 986.2866782075373, 'tank': 986.2833885867092, 'dkg': 0.0032896208281272266, 'dJ': 3.6463937458375284e-06}
{'route': 'r3', 'ast': 126, 'ok': True, 'sec': 0.7, 'tank0': 986.2866782075373, 'tank': 986.2839354666503, 'dkg': 0.002742740887015316, 'dJ': 3.0402031896414883e-06}
{'route': 'r3', 'ast': 297, 'ok': True, 'sec': 2.7, 'tank0': 986.2866782075373, 'tank': 984.1221057421516, 'dkg': 2.1645724653857314, 'dJ': 0.0023969423940657375}
{'route': 'r3', 'ast': 52, 'ok': True, 'sec': 3.1, 'tank0': 986.2866782075373, 'tank': 983.1021935167181, 'dkg': 3.184484690819204, 'dJ': 0.0035246865563465235}
{'route': 'r3', 'ast': 114, 'ok': True, 'sec': 3.1, 'tank0': 986.2866782075373, 'tank': 984.2737370482054, 'dkg': 2.0129411593319446, 'dJ': 0.002229188978920771}
{'route': 'r3', 'ast': 201, 'ok': True, 'sec': 3.9, 'tank0': 986.2866782075373, 'tank': 982.3866034321038, 'dkg': 3.9000747754334952, 'dJ': 0.004315299980550691}
{'route': 'r3', 'ast': 250, 'ok': True, 'sec': 2.8, 'tank0': 986.2866782075373, 'tank': 975.688718583888, 'dkg': 10.59795962364933, 'dJ': 0.011690065286999118}
{'route': 'r3', 'ast': 5, 'ok': True, 'sec': 0.7, 'tank0': 986.2866782075373, 'tank': 986.2828484390734, 'dkg': 0.003829768463901928, 'dJ': 4.245121560497722e-06}
{'route': 'r3', 'ast': 2, 'ok': True, 'sec': 1.2, 'tank0': 986.2866782075373, 'tank': 985.6765894436011, 'dkg': 0.6100887639362327, 'dJ': 0.0006760665231000385}
{'route': 'r3', 'ast': 164, 'ok': True, 'sec': 4.4, 'tank0': 986.2866782075373, 'tank': 980.4811943802148, 'dkg': 5.805483827322519, 'dJ': 0.006417926449933775}
{'route': 'r3', 'ast': 276, 'ok': True, 'sec': 0.6, 'tank0': 986.2866782075373, 'tank': 986.1025788503888, 'dkg': 0.18409935714851144, 'dJ': 0.0002040487069900898}
{'route': 'r3', 'ast': 92, 'ok': True, 'sec': 1.0, 'tank0': 986.2866782075373, 'tank': 985.8810558947433, 'dkg': 0.4056223127939802, 'dJ': 0.00044953045922602186}
{'route': 'r3', 'ast': 48, 'ok': True, 'sec': 3.8, 'tank0': 986.2866782075373, 'tank': 983.8841534934686, 'dkg': 2.4025247140687043, 'dJ': 0.0026601474780165724}
{'route': 'r3', 'ast': 38, 'ok': True, 'sec': 5.7, 'tank0': 986.2866782075373, 'tank': 978.0919889787161, 'dkg': 8.194689228821176, 'dJ': 0.009049189056674178}
{'route': 'r3', 'ast': 123, 'ok': True, 'sec': 3.0, 'tank0': 986.2866782075373, 'tank': 973.5644740683895, 'dkg': 12.722204139147834, 'dJ': 0.01401942207623863}
{'route': 'r3', 'ast': 105, 'ok': True, 'sec': 7.3, 'tank0': 986.2866782075373, 'tank': 969.437076496562, 'dkg': 16.84960171097532, 'dJ': 0.018532187074312256}
{'route': 'r3', 'ast': 21, 'ok': True, 'sec': 1.9, 'tank0': 986.2866782075373, 'tank': 985.144024299555, 'dkg': 1.1426539079823215, 'dJ': 0.001265915192924627}
{'route': 'r3', 'ast': 160, 'ok': True, 'sec': 0.9, 'tank0': 986.2866782075373, 'tank': 985.9930814803613, 'dkg': 0.29359672717600915, 'dJ': 0.00032539501426276374}
{'route': 'r3', 'ast': 200, 'ok': True, 'sec': 7.4, 'tank0': 986.2866782075373, 'tank': 975.5669395249473, 'dkg': 10.719738682589991, 'dJ': 0.011823727475563262}
{'route': 'r3', 'ast': 103, 'ok': True, 'sec': 3.5, 'tank0': 986.2866782075373, 'tank': 977.964914515393, 'dkg': 8.321763692144259, 'dJ': 0.00918897465560553}
{'route': 'r3', 'ast': 296, 'ok': True, 'sec': 4.2, 'tank0': 986.2866782075373, 'tank': 973.1345666742504, 'dkg': 13.15211153328687, 'dJ': 0.014490280132670508}
{'route': 'r3', 'ast': 159, 'ok': True, 'sec': 5.3, 'tank0': 986.2866782075373, 'tank': 969.9654493858272, 'dkg': 16.321228821710065, 'dJ': 0.0179554512100768}
{'route': 'r3', 'ast': 197, 'ok': True, 'sec': 0.6, 'tank0': 986.2866782075373, 'tank': 986.1821015120541, 'dkg': 0.10457669548316062, 'dJ': 0.0001159130642975903}
{'route': 'r3', 'ast': 286, 'ok': True, 'sec': 0.6, 'tank0': 986.2866782075373, 'tank': 986.1679372478145, 'dkg': 0.11874095972279974, 'dJ': 0.00013161191122090798}
{'route': 'r3', 'ast': 74, 'ok': True, 'sec': 1.0, 'tank0': 986.2866782075373, 'tank': 985.339490857652, 'dkg': 0.9471873498853256, 'dJ': 0.0010494575693968944}
{'route': 'r3', 'ast': 198, 'ok': True, 'sec': 2.5, 'tank0': 986.2866782075373, 'tank': 984.53066270292, 'dkg': 1.7560155046172667, 'dJ': 0.001944892300168588}
{'route': 'r3', 'ast': 245, 'ok': True, 'sec': 0.7, 'tank0': 986.2866782075373, 'tank': 986.0987179894184, 'dkg': 0.1879602181188602, 'dJ': 0.0002083275678097518}
{'route': 'r3', 'ast': 255, 'ok': True, 'sec': 1.6, 'tank0': 986.2866782075373, 'tank': 986.1847125646801, 'dkg': 0.10196564285718068, 'dJ': 0.00011301910303518348}
{'route': 'r3', 'ast': 12, 'ok': True, 'sec': 3.0, 'tank0': 986.2866782075373, 'tank': 984.0889851765287, 'dkg': 2.197693031008612, 'dJ': 0.00243358136229066}
{'route': 'r3', 'ast': 237, 'ok': True, 'sec': 3.2, 'tank0': 986.2866782075373, 'tank': 985.6383412880209, 'dkg': 0.6483369195163959, 'dJ': 0.0007184383553877627}
{'route': 'r3', 'ast': 45, 'ok': True, 'sec': 2.8, 'tank0': 986.2866782075373, 'tank': 981.9072403056493, 'dkg': 4.379437901887968, 'dJ': 0.004844627870091545}
{'route': 'r3', 'ast': 167, 'ok': True, 'sec': 3.0, 'tank0': 986.2866782075373, 'tank': 985.0696150679008, 'dkg': 1.2170631396364797, 'dJ': 0.0013483049528382196}
{'route': 'r3', 'ast': 207, 'ok': True, 'sec': 1.0, 'tank0': 986.2866782075373, 'tank': 985.8715698925926, 'dkg': 0.41510831494474587, 'dJ': 0.000460041301102887}
{'route': 'r3', 'ast': 191, 'ok': True, 'sec': 0.9, 'tank0': 986.2866782075373, 'tank': 985.7953885239093, 'dkg': 0.49128968362799696, 'dJ': 0.0005444497507032242}
{'route': 'r3', 'ast': 65, 'ok': True, 'sec': 1.4, 'tank0': 986.2866782075373, 'tank': 985.7359332751831, 'dkg': 0.5507449323541778, 'dJ': 0.0006103216562411973}
{'route': 'r3', 'ast': 19, 'ok': True, 'sec': 3.6, 'tank0': 986.2866782075373, 'tank': 968.7709530469729, 'dkg': 17.515725160564443, 'dJ': 0.019258876109301548}
{'route': 'r3', 'ast': 285, 'ok': True, 'sec': 2.0, 'tank0': 986.2866782075373, 'tank': 981.9888416342079, 'dkg': 4.297836573329391, 'dJ': 0.004754537668484771}
