id,t_mjd,date,t_s,d_au,d_km,v_rel_kms,r_helio_au,z_au
165,66375.2017757,2040-08-09,334644633.423,0.0495689536231,7415409.91484,29.9158859545,1.02094612829,0.0411359509077
8,66383.2378703,2040-08-17,335338951.994,0.131469670528,19667582.7727,24.3659525101,0.984950910281,-0.010033949713
105,66401.9916705,2040-09-04,336959280.334,0.0764130945455,11431236.2376,19.9667744275,1.02642138632,-0.0259722552949
107,66420.4172658,2040-09-23,338551251.768,0.25254265214,37779843.021,17.4175698567,1.02415864645,0.0636921158673
281,66428.9642435,2040-10-01,339289710.641,0.296988279945,44428814.3026,25.6249440018,0.947573306829,-0.0220027191009
71,66461.6029114,2040-11-03,342109691.543,0.0978836129786,14643180.078,11.9674581833,0.938778429308,0.00706000272337
184,66476.5820744,2040-11-18,343403891.228,0.0478320281747,7155569.5662,11.7769643782,1.01402083861,-0.0410815198456
217,66483.8749596,2040-11-25,344033996.51,0.14683772017,21966610.2759,15.8590160039,0.912724176701,-0.00688313901373
13,66511.6936583,2040-12-23,346437532.081,0.124356546511,18603474.5656,23.9152419089,0.984083367583,0.0119864038801
190,66519.8991899,2040-12-31,347146490.007,0.146662294008,21940366.8955,13.7652172645,0.92537034005,0.0372492284317
104,66521.7459623,2041-01-02,347306051.143,0.273502793379,40915435.52,16.6696773496,1.13564799859,0.238115024577
243,66552.7235432,2041-02-02,349982514.132,0.00542009984633,810835.395993,16.6928723412,0.985472840046,-0.00302445678656
5,66554.5852018,2041-02-04,350143361.436,0.205318901035,30715270.4094,25.8789451336,0.818423245759,-0.104454828753
105,66581.5248074,2041-03-03,352470943.36,0.233193343313,34885227.6211,18.3508365823,1.17737141357,0.0680844649647
279,66624.1877406,2041-04-15,356157020.784,0.203400459887,30428275.6985,24.4924970973,0.992362352078,0.0158072224699
108,66637.9183251,2041-04-28,357343343.285,0.277575972127,41524774.3877,13.535275935,0.91158299241,0.157304234061
296,66646.0557389,2041-05-07,358046415.838,0.177066190404,26488725.0574,16.3713076292,0.923748706586,-0.0551211964974
41,66659.5194667,2041-05-20,359209681.92,0.0790207946832,11821342.6256,29.0376772844,0.96833208473,-0.00219483453631
269,66696.4156871,2041-06-26,362397515.368,0.283689492389,42439344.0014,7.79877478413,1.22258158109,0.127165603675
102,66773.8192448,2041-09-11,369085182.749,0.0144608307198,2163309.48423,14.9795980615,1.02224581433,0.00684516220131
223,66773.8879316,2041-09-11,369091117.294,0.25266064593,37797494.6408,19.6708217913,1.02194423977,-0.0173006054495
269,66809.3154416,2041-10-17,372152054.15,0.29843161037,44644733.461,7.7369156385,0.788883740281,-0.183744687153
141,66817.9926511,2041-10-25,372901765.056,0.105861302118,15836625.3863,21.2975231075,0.981586880294,0.0519850471351
42,66838.0718905,2041-11-15,374636611.339,0.12538001955,18756583.9531,17.9655658688,0.904880096366,0.0633817482371
74,66868.4343455,2041-12-15,377259927.45,0.0632165747293,9457064.97245,9.47500255454,0.963719730998,0.0585684255393
294,66894.0144743,2042-01-10,379470050.58,0.144861423594,21670960.5162,12.0433072251,0.934787445894,-0.0606416697661
230,66896.6532649,2042-01-12,379698042.089,0.0876488681182,13112084.0398,17.0870095105,1.00083553029,0.027470479922
100,66896.8759496,2042-01-12,379717282.049,0.21043594349,31480769.0648,13.8378366587,0.821325747395,-0.0457452034537
163,66941.8439265,2042-02-26,383602515.247,0.235916347262,35292583.2137,20.4443279508,0.820894844454,-0.140272137076
97,66948.1620033,2042-03-05,384148397.085,0.0983983540422,14720184.2451,18.8150015765,1.00258864623,0.0156222672518
250,66948.9423541,2042-03-05,384215819.395,0.194227894001,29056079.3731,18.6838216406,1.01528460257,-0.0287706640726
21,66951.955033,2042-03-08,384476114.851,0.268520813642,40170141.9595,23.2757021468,0.988412841417,-0.0261598525604
83,66965.2288562,2042-03-22,385622973.178,0.257686788812,38549394.9138,16.8075063534,0.996429975535,0.209248176261
44,66981.7412324,2042-04-07,387049642.477,0.255176675869,38173887.3623,14.7199411855,1.18944403385,-0.148565958555
283,66990.1959498,2042-04-16,387780130.06,0.245287860782,36694541.6815,13.3476261278,1.0409402546,0.14533834575
25,67002.0731396,2042-04-28,388806319.26,0.154446699524,23104897.3854,14.6750314975,0.965380200513,-0.0242939578161
14,67009.381966,2042-05-05,389437801.863,0.0298617087836,4467248.04949,12.8668265023,0.999726897091,-0.0261899612671
296,67011.9431759,2042-05-07,389659090.397,0.124787050367,18667877.0258,14.7367223998,0.938571215716,-0.0400383565696
28,67015.3946057,2042-05-11,389957293.933,0.0422363547585,6318468.73801,9.04132005226,1.02944319983,-0.0245730326518
164,67022.2632835,2042-05-18,390550747.693,0.130977114356,19593897.4181,17.3141598477,1.00192833745,-0.0482733510046
76,67026.4834936,2042-05-22,390915373.85,0.0776279348412,11612973.7591,16.1858744504,1.018583996,0.0285915542212
65,67048.5340053,2042-06-13,392820538.061,0.112511482012,16831478.1383,15.7741622087,1.02141136062,0.0438729312151
37,67061.6633104,2042-06-26,393954910.017,0.259477162805,38817231.0509,13.4594649941,1.00852739755,-0.147291237527
95,67075.5702586,2042-07-10,395156470.346,0.222705918099,33316331.1399,28.5483510654,1.05410167968,0.18034150732
50,67077.1385817,2042-07-12,395291973.458,0.221998789875,33210546.2633,17.8721859903,1.05816285949,0.0304456105614
67,67082.4322677,2042-07-17,395749347.925,0.223198150611,33389968.0756,14.4524347752,1.05605451819,-0.00856744279952
127,67088.5674256,2042-07-23,396279425.569,0.0526009794111,7868994.51663,17.17425377,1.01262620547,0.031223469587
235,67180.0023633,2042-10-23,404179404.186,0.238601021906,35694204.824,35.4664948141,0.946055564645,0.0450905496395
297,67239.6733381,2042-12-21,409334976.41,0.289200278547,43263745.8765,18.4819157971,0.919433104613,-0.116674370755
162,67250.9331148,2043-01-01,410307821.117,0.291450634093,43600394.2745,13.390956547,0.694197927926,-0.0228284339591
292,67255.5563286,2043-01-06,410707266.795,0.0814145300878,12179440.3452,10.7842957284,0.966362301943,-0.0243406988867
61,67256.2487199,2043-01-07,410767089.402,0.208552145818,31198956.9443,13.7964314178,0.826748348784,-0.0639897572623
269,67267.6223105,2043-01-18,411749767.631,0.108772598999,16272149.2007,9.21642490344,0.911122788461,0.0325220138563
107,67281.3681559,2043-02-01,412937408.669,0.190033205188,28428562.8585,14.6099100757,1.00353168104,-0.111753916855
68,67300.158192,2043-02-20,414560867.791,0.298853039157,44707778.3101,8.69832820972,1.28316084515,0.0228839742759
194,67304.4918886,2043-02-24,414935299.178,0.294518189316,44059294.0041,21.9369991589,1.03863017913,0.0659626636215
83,67314.9990292,2043-03-06,415843116.126,0.0539450919037,8070070.88351,16.7150712243,0.953178422919,-0.0110707100607
103,67327.7008191,2043-03-19,416940550.769,0.201371107494,30124688.9016,8.25935173729,1.13869300825,-0.0651319616059
99,67354.4464606,2043-04-15,419251374.199,0.166623262739,24926485.3148,11.5704957719,0.880508427713,-0.0422001863618
296,67376.8517132,2043-05-07,421187188.024,0.0773619865686,11573188.4638,13.3879299131,0.953258070991,-0.0209244575612
49,67419.4297173,2043-06-19,424865927.575,0.194064971133,29031706.4589,24.0893842902,1.12973078615,0.00714547039063
40,67426.5285774,2043-06-26,425479269.084,0.293583055271,43919399.9422,18.2886871733,1.0748747802,0.00559482374118
185,67454.6482395,2043-07-24,427908807.896,0.191625092894,28666705.8696,23.0042446569,0.961679889023,-0.159066210297
23,67479.6478692,2043-08-18,430068775.903,0.14542657402,21755505.8166,29.1337466803,1.06124557442,-0.0155393953731
20,67497.3035752,2043-09-05,431594228.897,0.0265049009015,3965076.73798,8.0395286643,1.01125786701,0.0234981562224
168,67516.2173008,2043-09-24,433228374.793,0.210220277918,31448505.9545,17.0172529792,1.02790474505,-0.000664711697631
267,67550.2354822,2043-10-28,436167545.659,0.214488861173,32087076.9203,21.8625518661,1.04844741806,-0.0815235303231
294,67565.3602801,2043-11-12,437474328.198,0.035310482627,5282373.01439,8.01415753215,0.984236317486,-0.0341189858331
263,67568.1908754,2043-11-15,437718891.638,0.277851727674,41566026.8303,17.1421434555,1.02856724997,-0.0742539618598
208,67583.3499925,2043-11-30,439028639.356,0.0774163405968,11581319.7107,7.24798236821,1.03370470443,-0.0197200449102
190,67600.7714301,2043-12-17,440533851.564,0.0351817976998,5263122.02329,8.40257397657,1.01540228753,-0.0156683056459
186,67630.9158432,2044-01-16,443138328.855,0.1879042453,28110074.9924,15.8320942747,1.12968058091,-0.000310369297852
119,67634.2866273,2044-01-20,443429564.603,0.157345631356,23538571.4147,13.4210455982,1.03766101876,-0.037356161018
141,67691.3955955,2044-03-17,448363779.45,0.0728423337496,10897058.0258,16.6300088344,1.00487506672,-0.0332819868164
10,67709.1351035,2044-04-04,449896472.94,0.184339738783,27576832.4074,24.7424578448,1.02994563125,0.0298836991779
44,67717.092174,2044-04-12,450583963.833,0.229413895355,34319830.2541,14.7833678668,1.16709264286,-0.122461648759
262,67731.9419271,2044-04-26,451866982.502,0.263631005475,39438637.0696,26.8216559379,0.95429506505,0.221856498149
283,67737.3674012,2044-05-02,452335743.464,0.151616340804,22681481.7476,9.00314852432,1.01635822004,0.138504064872
296,67740.6023106,2044-05-05,452615239.638,0.0436582271047,6531177.8134,12.4577723172,0.965669117161,0.00289255755289
42,67758.0204383,2044-05-23,454120165.872,0.1107817146,16572708.6166,14.2246335944,1.03622964056,0.0201613689349
195,67767.8058003,2044-06-01,454965621.146,0.246633934922,36895911.5067,13.9575072094,0.934340574818,0.033268817296
103,67770.6008191,2044-06-04,455207110.768,0.258103181662,38611686.3975,8.61873174165,1.23230382288,-0.0964096513038
13,67775.8556658,2044-06-09,455661129.522,0.119701804091,17907135.011,16.7059576564,0.994298867509,-0.00122643388419
37,67797.754304,2044-07-01,457553171.869,0.0586093044627,8767827.15082,12.8513994837,0.98173648283,-0.0314036451632
136,67823.6926753,2044-07-27,459794247.149,0.148724983903,22248940.9117,12.764504385,1.03907986868,-0.0255603216309
81,67832.4513493,2044-08-05,460550996.579,0.103912815988,15545136.0103,17.7429987939,1.039505697,0.0612278398732
9,67868.5893316,2044-09-10,463673318.25,0.143557728921,21475930.5692,15.4652602508,1.0223745092,-0.0287637568011
184,67904.9918267,2044-10-16,466818493.829,0.143523978656,21470881.6013,9.99339143528,0.95460268254,-0.118858455413
170,67910.0270533,2044-10-22,467253537.405,0.299045857537,44736623.5292,21.5288506021,1.00701171172,-0.0458070453816
239,67928.0403196,2044-11-09,468809883.612,0.267142169567,39963899.7414,33.7623934959,0.919387203546,0.0803944471109
281,67929.9979017,2044-11-10,468979018.707,0.289005384093,43234590.0811,12.8745129756,0.917028634468,0.00141954999117
35,67935.1796184,2044-11-16,469426719.027,0.17323893417,25916175.6741,22.402425154,1.04513452349,-0.0584551715381
273,67953.7860569,2044-12-04,471034315.313,0.0636993807586,9529291.72639,13.2139305628,0.993671875852,-0.0348763017192
