id,a,e,i,q,Q,P_yr,U_opik,node_gap_AU,r_asc,r_desc,n_routes,n_routes_first3,n_routes_ge20,n_routes_ge28,n_leaf_routes,max_route_len,min_cost_per_target,min_leg_index,min_dv_est,median_dv_est,t_flyby_min_yr,t_flyby_max_yr
116,2.5405049,0.6679634,6.22709,0.84354060927934,4.2374691907206605,4.049300949691153,0.49803459148501944,0.080844495102814,2.9983738890653,0.919155504897186,7246,135,3525,761,7246,37,0.0396,2,0.086,0.867,3.67,11.99
117,0.9326616,0.0913984,18.68411,0.84741782201856,1.01790537798144,0.9007124052963308,0.32520922324683305,0.03332478695389429,0.9666752130461057,0.8865315820916698,12848,110,7132,2215,12848,38,0.0384,1,0.0,0.807,0.75,14.8
118,1.4900466,0.3666013,68.42022,0.94379357937942,2.0362996206205803,1.8188621112352017,1.2220783013673935,0.05320894320437819,2.022484596195159,0.9467910567956218,5260,30,4290,2116,5260,37,0.0393,3,0.063,0.877,3.35,14.28
119,2.8027314,0.6361596,13.44416,1.0197469136685597,4.58571588633144,4.692153579856886,0.36140472864128037,0.023846890895269146,4.504597892321171,1.0238468908952691,13685,1,10004,3333,13685,37,0.0393,3,0.015,0.16,4.61,14.07
120,2.4281288,0.6737478,7.77266,0.79218236288336,4.064075237116641,3.7836205903786415,0.5534911272615755,0.04592206500506657,0.9540779349949334,2.172677288446157,12325,236,3794,543,12325,35,0.0413,1,0.0,0.901,4.7,12.74
121,2.5188915,0.6365663,13.75276,0.9154500577435499,4.122332942256451,3.9977367388256217,0.47451845502958495,0.040544189720613466,0.9594558102793865,3.416671876387542,10954,6,3036,391,10954,37,0.0395,2,0.058,1.148,2.01,14.13
122,1.9956563,0.5058072,10.06177,0.98623897473464,3.0050736252653603,2.819217750444684,0.31482580450430603,0.03181350134008887,2.6486123798405923,1.0318135013400889,16790,7009,5311,1059,16790,38,0.0386,1,0.0,0.71,1.6,13.02
123,2.0847298,0.5932104,4.48847,0.8480464014500799,3.32141319854992,3.010056597650709,0.45022293950796627,0.11948456698381427,1.1194845669838143,1.7036088858196938,4920,96,2192,180,4920,37,0.0396,2,0.025,0.94,3.34,12.83
124,2.2344631,0.5767474,16.18609,0.9457423166790601,3.52318388332094,3.3401023934502114,0.45495373414477686,0.03640075795794018,2.6572639901044757,1.0364007579579402,17564,2476,7275,664,17564,34,0.0431,2,0.044,0.704,2.33,12.53
125,1.6992091,0.8257849,39.01303,0.2960278832774099,3.10239031672259,2.214982186535956,1.1265095631392605,0.009294996022369606,0.9907050039776304,0.3716076773249998,11659,2508,3428,896,11659,35,0.0415,1,0.0,0.785,2.27,13.39
126,2.4077964,0.6238857,2.42699,0.9056066575285201,3.90998614247148,3.736195914247076,0.4018590661345234,0.07218277341438328,0.9278172265856167,3.5437234465748713,29686,2726,15736,6340,29686,38,0.0384,2,0.068,0.469,2.29,13.84
127,2.0677254,0.6691596,2.11568,0.6840870984261601,3.45136370157384,2.9733038554681404,0.616997145250936,0.22767870036100446,2.1894064075138155,0.7723212996389955,27482,14911,11933,3487,27482,37,0.0394,1,0.0,0.553,0.53,12.95
128,0.8278977,0.2094484,8.54804,0.6544958513713199,1.00129954862868,0.7532948773655039,0.18020351669412393,0.03970117253201122,0.6732858817577355,0.9602988274679888,28721,11049,12221,2707,28721,37,0.0393,1,0.0,0.489,0.85,14.65
129,3.3418316,0.8320031,35.60472,0.56141734912204,6.1222458508779605,6.109094483776245,1.0254917776795711,0.051268449931317184,1.1229571896499644,0.9487315500686828,11004,26,3552,419,11004,38,0.0384,1,0.0,1.047,6.38,12.81
130,1.8896615,0.5208196,5.43674,0.9054887534346,2.8738342465654,2.5976224094530314,0.36657532421896866,0.0090047249896692,2.2560296735087317,0.9909952750103308,10457,9,6657,1737,10457,37,0.0396,1,0.043,0.733,0.48,13.58
131,8.6053869,0.8827231,133.99961,1.00921309893261,16.20156070106739,25.24385062169724,2.190629103543872,0.043530062122496105,10.603588621547054,1.043530062122496,0,0,0,0,0,0,,,,,,
132,2.4211089,0.631387,8.56552,0.8924522149556999,3.9497655850443008,3.7672243647769954,0.447928995586187,0.13289924295303646,2.0366734676773337,1.1328992429530365,12377,701,2357,269,12377,35,0.0419,2,0.023,0.632,3.85,11.78
133,2.8055539,0.8221067,9.62248,0.4990892415988701,5.11201855840113,4.6992432373817685,0.8735875247628988,0.11233337075397642,1.1123333707539764,0.7690792800144678,7866,15,4077,1554,7866,38,0.0384,1,0.0,0.858,0.97,14.87
134,1.3762055,0.3023014,38.14572,0.9601766506623001,1.7922343493377,1.6144512431904379,0.7172981381654884,0.017359898390429063,1.622056214409863,1.017359898390429,15753,4606,6108,1677,15753,37,0.0391,1,0.0,0.522,2.34,13.68
135,1.7052889,0.6889445,8.74062,0.5304394914339501,2.8801383085660497,2.2268806816948974,0.7365813717689407,0.013894484307697574,1.0138944843076976,0.8024788331870362,17774,5201,8864,2610,17774,36,0.0407,1,0.0,0.834,1.75,13.25
136,1.1049736,0.0755396,24.09941,1.02150433624544,1.1884428637545599,1.1615231044324532,0.42588074369058776,0.03627887693151788,1.0362788769315179,1.169051468135156,6544,279,4763,1528,6544,35,0.0415,1,0.0,0.487,0.64,14.62
137,2.4143354,0.5958396,18.80198,0.97577876099816,3.8528920390018406,3.751426166748907,0.47248229056909463,0.02321401407239343,0.9767859859276066,3.837268310184531,8702,9,2497,264,8702,36,0.0406,3,0.072,0.867,4.39,11.96
138,3.2876537,0.6836654,46.98405,1.03999861812802,5.53530878187198,5.961136935615902,0.9435965494978916,0.04809590339626468,5.316689335086402,1.0480959033962647,21471,2266,4024,145,21471,31,0.0468,1,0.0,1.082,3.92,9.94
139,3.0387546,0.6736503,57.84046,0.9916966520836199,5.08581254791638,5.297164305311035,1.1399270604930405,0.029412412582298764,4.281365791092272,1.0294124125822988,9829,7,2982,117,9829,38,0.0386,1,0.0,0.905,1.0,11.61
140,2.7252728,0.6949311,14.10845,0.8313959752959199,4.61914962470408,4.49898942707165,0.5749071782969928,0.12235099942361316,1.8928657141665666,1.1223509994236132,8161,293,3243,231,8161,34,0.0431,2,0.106,0.941,3.7,12.8
141,1.2189153,0.5698609,3.20528,0.5243031301182299,1.91352746988177,1.3457373081493056,0.6065958893975194,0.43849529667413567,0.5615047033258643,1.540927811791804,13050,6715,7209,2299,13050,38,0.0386,1,0.0,0.394,1.05,14.58
142,1.6550928,0.6239317,6.0672,0.6224279356382401,2.6877576643617602,2.1292836735199434,0.6295361074050632,0.020471288380405905,1.044092086267982,0.9795287116195941,14817,116,10178,4666,14817,37,0.0394,2,0.036,0.752,1.55,14.66
143,1.7198356,0.56153,28.82828,0.754096315532,2.6855748844679996,2.255435447220056,0.7191816396600975,0.06374353080141826,1.0637435308014183,1.3186104615546297,10438,912,3877,499,10438,35,0.0419,1,0.0,0.914,2.15,13.83
144,17.8136156,0.9469937,19.56623,0.9442338525782791,34.68299734742172,75.1844651651643,0.623449291801659,0.0037505215169943984,0.9962494784830056,11.886704199500322,0,0,0,0,0,0,,,,,,
145,1.7723384,0.4846564,15.15631,0.91336325147424,2.63131354852576,2.3594999403591754,0.4333703364479125,0.04673456199735293,1.9247761549337514,1.046734561997353,17559,22,8621,849,17559,35,0.0415,3,0.038,0.599,4.16,13.68
146,1.4913987,0.5783451,7.79145,0.6288555697086301,2.3539418302913697,1.8213383840690112,0.5961092543149178,0.0771748698613699,1.07717486986137,0.9202550937096305,12082,3171,5307,1702,12082,37,0.0395,1,0.0,0.825,0.89,14.07
147,2.6301994,0.6401361,70.55951,0.94651381386166,4.31388498613834,4.26562832456101,1.3380665932067068,0.04367346418530649,0.9563265358146935,4.1211573101854215,16004,2,6945,1509,16004,35,0.0416,3,0.105,0.94,5.49,14.05
148,2.5128427,0.6316815,9.87177,0.92552645399995,4.10015894600005,3.983345297019162,0.4250404997886004,0.0077268829389088856,0.9922731170610911,3.1588382998468907,6229,0,2286,233,6229,37,0.0397,4,0.047,0.859,1.46,13.53
149,2.0334038,0.5609582,6.50656,0.8927492644788401,3.17405833552116,2.899582341570846,0.40305272557682353,0.22144726453315178,1.6220903024050328,1.2214472645331518,8735,43,4328,812,8735,37,0.0392,3,0.049,1.13,2.97,15.0
150,2.1345095,0.5147127,7.35457,1.03585035207935,3.23316864792065,3.1185099787839454,0.21659080102171105,0.036227492965400065,3.2294999232034054,1.0362274929654,17211,727,11126,2691,17211,37,0.0395,2,0.083,0.829,1.31,13.98
151,2.5857049,0.633655,11.22959,0.9472600615905001,4.2241497384095,4.157846363190114,0.415840316810311,0.03262576178423171,3.8657168440571277,0.9673742382157683,12055,146,3577,250,12055,36,0.0406,1,0.0,1.103,0.97,13.48
152,3.2012994,0.7597263,13.50267,0.7691880516457801,5.63341074835422,5.727821032401537,0.651989985548614,0.0300847941929816,2.23930770727427,0.9699152058070184,16783,7500,7154,944,16783,37,0.0393,1,0.0,0.538,1.93,13.74
153,1.1824116,0.6294724,1.52282,0.43811613236015995,1.9267070676398401,1.2857396072023919,0.681922111087303,0.3831686646209589,1.3831686646209589,0.4811063600499828,34875,16278,18420,5369,34875,38,0.0386,1,0.0,0.278,0.48,14.96
154,1.7870592,0.4456396,9.93722,0.99067485293568,2.58344354706432,2.3889574219987644,0.287876191732562,0.02695533077737844,1.0269553307773784,2.36551460280507,10467,807,4730,1331,10467,37,0.0395,1,0.0,0.669,2.83,14.92
155,1.2344234,0.2800086,19.00837,0.8887742319587602,1.58007256804124,1.371501284139249,0.41596115815610407,0.025954164791515133,0.9740458352084849,1.3672750737652932,16638,1015,10928,4783,16638,38,0.0384,1,0.0,0.55,0.45,14.99
156,1.8597596,0.4519655,26.05772,1.0192124225062,2.7003067774938003,2.5362100186984438,0.5259409170861782,0.01982420655200401,1.019824206552004,2.696021838580616,11064,100,4195,1370,11064,38,0.0386,1,0.0,0.938,1.64,14.35
157,2.7471745,0.7063586,20.66508,0.8066841662243001,4.6876648337757,4.553332549864694,0.6636893332822168,0.01823316807188724,2.3020439580645085,0.9817668319281128,5865,3,3386,384,5865,37,0.0396,3,0.056,0.656,4.3,13.47
158,2.8512813,0.6598776,20.67934,0.9697846388311202,4.73277796116888,4.81459874928767,0.5246618178849283,0.020392822371849584,0.9796071776281504,4.511987400751417,8380,10,4026,287,8380,36,0.0408,3,0.094,0.925,3.41,13.11
159,2.6909603,0.6769401,5.39883,0.8693413654219698,4.51257923457803,4.414290761077776,0.4735846404108217,0.1510704762648829,1.9875091360984156,1.151070476264883,5390,3,3491,509,5390,35,0.0415,3,0.062,0.898,4.52,13.74
160,2.3202498,0.5611728,1.94299,1.0181887230345599,3.62231087696544,3.5342894625199937,0.22113305096772995,0.4648644296903357,1.4648644296903357,1.7374804924940745,6887,40,1733,725,6887,35,0.0419,2,0.022,0.872,0.99,14.96
161,2.6899898,0.7933788,17.17979,0.55580892046376,4.824170679536241,4.411902942742463,0.8488632780494612,0.07657364378300935,1.082783571644301,0.9234263562169907,21691,11082,4833,349,21691,38,0.0386,1,0.0,0.965,1.79,14.99
162,0.8649325,0.2085728,16.72622,0.684531106664,1.045333893336,0.8044023379259045,0.31887167694162766,0.033959039275691216,0.6894983321519393,1.0339590392756912,32703,21723,13259,3436,32703,38,0.0386,1,0.0,0.476,0.44,15.0
163,1.0494373,0.4990536,26.60392,0.5257118374607199,1.5731627625392797,1.0750650524318957,0.6779542686432927,0.06973582793353716,0.6835823966357213,0.9302641720664628,27866,22513,16472,6423,27866,38,0.0384,1,0.0,0.0,0.56,14.61
164,1.5428663,0.6459551,7.30927,0.54624394489687,2.5394886551031304,1.9164277004912758,0.6861893848524009,0.05344870162449977,0.7841901914814559,1.0534487016244998,19731,44,12189,3845,19731,37,0.0395,1,0.0,0.525,1.12,14.63
165,1.198012,0.8502024,19.13504,0.1794593223712,2.2165646776288,1.3112688739772396,1.0375485194727059,0.1570913684910059,0.8429086315089941,0.2067365610634712,21948,10566,10874,3239,21948,37,0.0393,2,0.025,0.511,1.38,14.58
166,2.820635,0.6509089,20.77419,0.9846585748484998,4.6566114251515,4.737184895435214,0.5111639489574834,0.009857854291541512,1.0098578542915415,4.165095928047149,10734,5600,4356,1641,10734,35,0.0415,2,0.07,0.968,3.37,12.92
167,2.7239489,0.6517055,73.64108,0.9487364201510499,4.49916137984895,4.4957115045738725,1.3884276347495135,0.01992824172671126,3.380250741596488,1.0199282417267113,14694,23,5398,297,14694,37,0.0396,3,0.066,0.974,4.18,13.2
168,1.6075949,0.3799384,23.65377,0.99680786584584,2.2183819341541597,2.0382850993228874,0.4789123617940948,0.027690760057511588,1.0276907600575116,2.0793219596031807,10168,45,4349,963,10168,37,0.0394,3,0.053,0.781,1.49,13.76
169,2.3875802,0.6134804,12.81196,0.9228465438719199,3.85231385612808,3.6892403758143426,0.4488195699362335,0.09244625773204507,2.3374797728894876,1.092446257732045,10418,6428,3245,46,10416,32,0.0457,1,0.0,0.0,1.48,12.65
170,1.5519617,0.4781415,3.58083,0.80990440481945,2.2940189951805503,1.933399041775956,0.41429025347094467,0.17398988062933973,2.1739561427858063,0.8260101193706603,9053,40,4085,365,9053,37,0.0394,2,0.044,0.805,2.94,14.95
171,1.4778142,0.7523783,18.03421,0.36593886448813995,2.5896895355118605,1.796510471352989,0.8946670718850306,0.10547324971923944,0.45161945018948835,1.1054732497192394,17031,6962,7009,1148,17031,37,0.0394,1,0.0,0.741,0.56,14.98
172,1.3355986,0.30557,17.25133,0.9274797357979999,1.743717464202,1.543525940808557,0.38661481063709413,0.0006852676442731243,1.5361163902102672,0.9993147323557269,13604,10570,4434,1329,13604,38,0.0386,1,0.0,0.665,1.44,14.95
173,1.9033297,0.5521532,8.2711,0.85240011548996,2.95425928451004,2.625856790317776,0.445028571137014,0.07469421747780447,1.7207111349709707,1.0746942174778045,11772,856,4723,751,11772,36,0.0407,1,0.0,0.759,1.74,14.99
174,1.871303,0.4865443,14.39783,0.9608311917770999,2.7817748082229,2.559859744013475,0.3878648627886301,0.030498592553805715,2.3264241411124926,1.0304985925538057,27153,22819,11327,2304,27153,38,0.0386,1,0.0,0.0,0.21,13.13
175,1.8146854,0.4508695,13.20499,0.9964991010446999,2.6328716989553,2.4445674104681014,0.32818567060683385,0.004756831285457563,1.0047568312854576,2.576914934923697,12516,7497,3468,855,12516,37,0.0396,1,0.0,0.413,1.98,14.36
176,2.651727,0.6186491,2.63958,1.0112384780043002,4.2922155219957,4.31810517342461,0.2584975757878864,0.12257253826760839,1.1225725382676084,3.020643341275928,15362,5018,5921,995,15362,38,0.0386,2,0.064,0.423,1.46,14.7
177,2.6775747,0.7347815,5.37753,0.7101423455719501,4.64500705442805,4.381394852498245,0.6453218304871535,0.16253244233906328,0.8374675576609367,2.3289545591627974,12202,1984,3581,284,12201,34,0.0432,1,0.0,0.783,2.53,11.64
178,1.9499674,0.754667,12.37568,0.47839135214420003,3.4215434478558,2.7229585236865272,0.835077852782682,0.08418870562858227,0.9158112943714177,0.7747874582754773,8352,209,4562,587,8352,37,0.0394,1,0.0,1.183,1.97,13.14
179,1.6284721,0.7761449,34.254,0.36454178479270993,2.89240241520729,2.078119337165836,1.0274930303516883,0.10562357329685701,0.894376426703143,0.5074066994252822,6249,107,2259,436,6249,35,0.0418,2,0.045,1.356,2.23,14.7
180,2.0023318,0.6066269,31.29757,0.78766346739458,3.2170001326054196,2.833375061022828,0.7603351017747233,0.03760486721235523,1.0376048672123552,1.6216172483855205,12940,46,5620,1219,12940,37,0.0396,3,0.023,0.894,2.61,13.99
181,1.6376834,0.417425,4.68129,0.9540734067550001,2.321293393245,2.0957762784549803,0.2671098305698431,0.01897357764812191,0.9810264223518781,2.1758469057939256,18494,574,9371,1855,18494,37,0.0392,1,0.0,0.542,0.38,15.0
182,1.7732549,0.7441422,9.06773,0.45370109755322,3.09280870244678,2.3613303706257667,0.8241219250439752,0.0801996902621086,0.6943323432573887,0.9198003097378914,22679,531,13381,5730,22679,38,0.0384,2,0.02,0.626,1.88,14.03
183,1.0348698,0.1921328,21.47,0.83603736769056,1.23370223230944,1.0527580477720782,0.4190226329466111,0.027713458308746608,1.0277134583087466,0.9674423886125371,42584,2443,22760,8773,42584,38,0.0385,2,0.025,0.607,1.46,14.57
184,2.5105878,0.6197731,10.13806,0.9545930163718201,4.06658258362818,3.977984816238576,0.3918822621752581,0.07759486993306353,1.0775948699330635,2.7361200834609924,15257,5208,6292,607,15257,35,0.0418,1,0.0,0.573,2.89,14.96
185,1.6398395,0.7381438,16.44727,0.42940214007989996,2.8502768599201,2.0999164469893308,0.8561779982737003,0.03172206956142798,0.607201001521283,0.968277930438572,22276,17608,11401,3208,22276,37,0.0393,1,0.0,0.56,1.18,13.85
186,1.1897113,0.2780801,30.12309,0.85887626272487,1.5205463372751298,1.2976643685164475,0.589079324830619,0.06766146257398842,1.0676614625739884,1.1295045383416769,12543,2449,4654,796,12543,38,0.0384,1,0.0,0.705,0.64,14.94
187,2.6372059,0.6065703,13.3569,1.03755512607523,4.236856673924771,4.282684267081263,0.32937072542939144,0.04449455657777501,4.124946752983008,1.044494556577775,5198,154,2827,345,5198,38,0.0386,1,0.0,0.668,2.53,11.18
188,2.065409,0.8867094,25.14721,0.23399142485540003,3.8968265751446,2.968308923520126,1.145825525661222,0.027769542398793368,0.281112143912409,1.0277695423987934,13070,982,7080,2023,13070,37,0.0393,2,0.058,0.666,2.12,14.05
189,1.4672226,0.4814932,3.12476,0.7607648952136798,2.17368030478632,1.7772315398163865,0.4453401240612975,0.03954970253856094,1.039549702538561,1.230677098631321,17698,160,9872,3430,17698,37,0.0397,2,0.023,0.675,1.29,14.14
190,0.7186981,0.4176323,7.36842,0.41854655949137004,1.01884964050863,0.6092839600642302,0.28414661838114447,0.001852231411030747,1.0018522314110307,0.42148416858465965,43978,5713,23834,8453,43978,38,0.0384,1,0.0,0.567,1.05,14.7
191,1.3733016,0.7314486,5.04225,0.36880206730224,2.37780113269776,1.6093440143180757,0.8245067327214219,0.022782429886245348,1.0227824298862453,0.46418507711159185,20697,1025,9096,2302,20697,38,0.0384,1,0.0,0.649,0.9,14.2
192,2.8207652,0.7585161,5.67243,0.68116938148028,4.96036101851972,4.737512900613638,0.683579298802738,0.20643647458250913,0.7935635254174909,2.441863473322713,26780,21373,12178,3019,26780,35,0.0419,1,0.0,0.779,1.56,11.38
193,1.5997395,0.5030596,23.07163,0.7949751870258,2.4045038129742,2.023363458628114,0.6029402004247116,0.012418353071898647,1.0124183530718986,1.457613026306508,8135,0,5597,2152,8135,37,0.0393,4,0.057,0.62,1.86,14.06
194,1.4585197,0.5620711,39.93236,0.63872792784933,2.27831147215067,1.7614424123876633,0.8845919939360511,0.014269292986838433,1.0142692929868384,0.9817377886514511,16702,13,11493,4783,16702,38,0.0384,1,0.0,0.691,0.84,14.94
195,1.2690923,0.5141334,19.42916,0.6166095608871801,1.9215750391128201,1.4296831993118697,0.6241747177987009,0.012787967035919445,0.9872120329640806,0.8855634105509368,16560,5341,8046,3054,16560,38,0.0384,1,0.0,0.624,1.81,14.77
196,2.2978714,0.5803493,9.52381,0.9643033415199801,3.63143945848002,3.4832815521900278,0.3604001815107955,0.0330116186202043,3.5938595499693355,0.9669883813797957,10099,50,3786,626,10099,37,0.0396,2,0.042,0.817,3.74,14.43
197,1.6918546,0.4624185,5.8333,0.9095097336499,2.4741994663501004,2.200617461993941,0.33807006287048524,0.05856070231670096,0.941439297683299,2.2652046704707782,11828,932,5557,1520,11828,38,0.0386,2,0.076,0.587,2.48,13.8
198,1.0869937,0.7245234,34.03784,0.29944132869741996,1.87454607130258,1.1332886532015263,0.9429002668461931,0.06590308299141989,0.35682908578308825,0.9340969170085801,21406,14,14805,6256,21406,38,0.0384,3,0.042,0.645,1.82,14.31
199,2.3232849,0.5777828,28.06534,0.9809308452802799,3.66563895471972,3.541226493050012,0.6115729329051519,0.020077300414729216,3.205891370202632,1.0200773004147292,6478,4789,2394,577,6478,37,0.0395,1,0.0,0.788,1.45,12.13
200,2.1084489,0.602473,16.07668,0.8381653658702999,3.3787324341297,3.0615730056224613,0.5463417000694868,0.05516784215224746,1.8472868477171727,1.0551678421522475,6234,1,2601,474,6234,37,0.0394,3,0.096,0.935,2.2,14.79
201,1.9241439,0.5740776,6.40373,0.8195359878333601,3.02875181216664,2.669047620448949,0.4721085493159295,0.09720411412004615,2.2588579173197014,0.9027958858799539,21073,13317,7328,1080,21073,37,0.0395,1,0.0,0.0,0.71,14.41
202,1.7700822,0.6007455,5.54384,0.7067132837198999,2.8334511162801,2.3549958830153774,0.5637221396522094,0.12403010091230016,1.1385999365685329,1.1240301009123002,19176,1828,9682,2725,19176,38,0.0386,1,0.0,0.554,2.19,14.4
203,1.8204548,0.5677589,4.84751,0.7868753852522801,2.8540342147477196,2.456234632118249,0.48708679901439556,0.16983617135356133,0.8301638286464387,2.400101936963527,14167,2160,3956,566,14167,36,0.0405,1,0.0,0.929,0.85,13.11
204,3.2104465,0.6984358,10.00804,0.9681557304152999,5.4527372695847,5.752387787857968,0.4036057199922188,0.00015166387778808854,1.000151663877788,4.620272495096564,11372,783,6117,1689,11372,37,0.0392,2,0.025,0.844,2.57,14.21
205,2.0590426,0.5537607,7.75324,0.9188257284941801,3.1992594715058202,2.954595267694317,0.3827652931459489,0.11578098442871099,1.115780984428711,1.98143487967764,11924,5004,3436,252,11924,37,0.0394,1,0.0,0.672,1.78,13.95
206,2.8183551,0.8056228,6.09413,0.54782397294372,5.08888622705628,4.731442504929933,0.8168782720528194,0.20713521331160178,0.7928647866883982,1.3146453503769002,11812,905,5760,1281,11812,37,0.0394,2,0.036,0.619,3.86,13.7
207,1.5456527,0.4716797,13.53154,0.8165996981598102,2.27470570184019,1.9216216155946781,0.4705072262216459,0.07224192099265303,1.7054941527498704,0.927758079007347,7680,254,3250,822,7680,37,0.0397,2,0.048,0.781,1.77,13.36
208,1.6427096,0.3831233,3.41388,1.01334927710632,2.2720699228936803,2.105431870823639,0.16636905260790916,0.08508890460163498,1.085088904601635,1.978746652565123,5826,144,3308,897,5826,36,0.0408,1,0.047,0.78,0.7,14.28
209,1.7469491,0.4782407,10.99257,0.9114869395516301,2.58241126044837,2.308981094509871,0.3855136059334685,0.040042640257108464,2.259220836984675,0.9599573597428915,20174,102,12237,5316,20173,36,0.0407,3,0.065,0.507,1.89,13.54
210,0.9466308,0.123851,22.32417,0.8293896287892,1.0638719712108,0.9210239978166265,0.39677169945758156,0.019768067599457595,0.8583296586112699,1.0197680675994576,17056,237,11284,4807,17056,38,0.0384,1,0.0,0.551,1.44,14.91
211,2.5029378,0.6954981,0.79236,0.7621493156818201,4.24372628431818,3.9598167262351276,0.5719854966372818,0.22842763929735443,0.7715723607026456,3.973518914909365,17766,47,9476,3192,17766,37,0.0397,2,0.043,0.513,3.91,12.2
212,2.3841115,0.6584107,3.85786,0.81438697840695,3.9538360215930504,3.6812036494805387,0.5113973191712399,0.16048837038446473,0.8395116296155353,3.452231877369876,9358,1348,3365,606,9358,35,0.0415,1,0.0,1.05,2.98,14.5
213,2.1175518,0.6647149,59.33202,0.7099835670181801,3.52512003298182,3.081421187522354,1.1910987727771563,0.027393025858550746,1.506030788833293,0.9726069741414493,14978,1317,3488,926,14978,34,0.0424,1,0.0,0.754,3.18,12.85
214,1.573215,0.5374907,13.7949,0.7276265683995,2.4188034316005,1.9732500291019164,0.5567638478974408,0.10881301040155589,1.1288037496863679,1.1088130104015559,18198,645,9680,2447,18198,37,0.0397,1,0.0,0.839,0.97,14.92
215,1.9046562,0.6261117,2.13279,0.7121286687024599,3.09718373129754,2.6286023518361326,0.5694320958299439,0.1210679319054363,1.6967263604595448,0.8789320680945637,21288,4196,9938,1209,21288,38,0.0386,1,0.0,0.609,2.01,12.88
216,2.8898049,0.7531963,39.21257,0.7132145415981299,5.06639525840187,4.912502503396568,0.9597690893095668,0.039903173948924286,1.7923715648141179,0.9600968260510757,8632,0,2265,598,8632,37,0.0397,4,0.058,1.128,1.57,11.42
217,2.7002874,0.7185112,15.72955,0.76010065988112,4.64047414011888,4.437261104225635,0.655324191858912,0.07685460830875135,2.232853276945942,0.9231453916912487,19713,9361,8778,2639,19713,36,0.0407,1,0.0,0.624,1.96,11.18
218,2.7628538,0.6530511,24.23489,0.95856908677082,4.567138513229179,4.592369843299449,0.5850988263664673,0.04060420421744304,4.548464381288972,0.959395795782557,10615,12,2345,10,10615,34,0.0432,1,0.109,0.879,0.89,14.7
219,2.9104022,0.7189268,54.50065,0.8180360596410401,5.00276834035896,4.965117322051123,1.1310263701051366,0.03098346374340477,2.2105228338321803,1.0309834637434048,11075,17,4122,42,11075,37,0.0392,2,0.102,1.144,4.58,14.54
220,1.8959431,0.7678837,13.76438,0.4400792973825301,3.35180690261747,2.6105856659615942,0.8712762267794215,0.14385677534102692,0.5894735458079587,1.143856775341027,18687,2749,6054,1869,18687,37,0.0393,2,0.045,0.704,3.56,14.11
221,1.9258613,0.4745003,1.67978,1.01203953539161,2.8396830646083897,2.6726218165294364,0.1965855646167418,0.014114791296812035,2.8234709280075485,1.014114791296812,12566,40,5339,907,12566,38,0.0386,1,0.0,0.598,1.2,14.99
222,0.9589853,0.1520306,21.61632,0.81319018944982,1.1047804105501802,0.9391131570208076,0.3969671221733096,0.007961714898228278,0.8750585287106005,1.0079617148982283,12358,142,9104,3910,12358,38,0.0384,2,0.031,0.578,1.51,14.67
223,2.4928794,0.8250702,10.89224,0.43607889486612006,4.54967990513388,3.9359711204539236,0.9201986783939479,0.12338227417173431,0.616222761718184,1.1233822741717343,7787,895,2103,277,7787,36,0.0407,1,0.0,1.051,3.74,12.01
224,2.5876625,0.6445716,4.49003,0.9197287421149999,4.255596257884999,4.16256902531714,0.40171685012753755,0.17514966614051009,1.17514966614051,2.1217621626348766,12347,20,6943,1515,12347,37,0.0393,3,0.09,0.665,2.25,15.0
225,2.2193037,0.5945363,8.14565,0.89984708962569,3.5387603103743106,3.30616942909688,0.42176179958774057,0.0113625092903068,2.6151198158715623,0.9886374907096932,14269,1266,10998,5968,14269,38,0.0384,1,0.0,0.303,1.66,14.99
226,1.0297117,0.0739217,45.86726,0.9535936606261101,1.10582973937389,1.0448969731017634,0.7871068617150081,0.0323953404378311,0.9676046595621689,1.087567572410849,34311,458,18226,6348,34311,37,0.0395,1,0.0,0.872,0.92,14.52
227,1.6169191,0.4510506,25.31356,0.8876067697935399,2.34623143020646,2.0560441531562605,0.5742049639234188,0.00021923101614396145,1.8081233179125147,1.000219231016144,14357,2420,7807,3087,14357,37,0.0392,1,0.0,0.615,0.25,14.66
228,1.4766837,0.4087554,7.15733,0.87308126353302,2.08028613646698,1.794449420686665,0.34931539265152906,0.07795630397857811,1.8466383170933374,0.9220436960214219,15439,3279,5625,1364,15439,37,0.0394,1,0.0,0.708,0.19,14.93
229,1.0695645,0.1943873,24.832,0.8616547446691499,1.27747425533085,1.1061409480155797,0.47295823613501253,0.009865378480175213,0.9901346215198248,1.0713651200904297,20442,47,13430,3705,20442,37,0.0391,2,0.045,0.602,1.16,14.91
230,1.3361826,0.6030516,8.26679,0.53039554517784,2.1419696548221605,1.544538428033654,0.6531309661151866,0.14770292760908665,1.1477029276090867,0.6752469033893012,6989,102,3842,1014,6989,38,0.0384,1,0.0,0.699,1.18,14.99
231,1.5453773,0.4921133,19.07078,0.7848765771519101,2.30587802284809,1.921108054865207,0.554372154983218,0.025170571199951253,1.3655372103059447,1.0251705711999513,17763,50,12269,3358,17763,38,0.0386,1,0.0,0.456,1.03,14.96
232,2.2446158,0.5974925,55.01316,0.9034746941185,3.5857569058815,3.362892800295486,1.0847969978500058,0.007120223671297166,0.9928797763287028,2.641674831861335,8270,18,4234,866,8270,37,0.0393,2,0.047,1.014,2.09,12.2
