ID,a,e,i,Omega,omega,M,q,Q,period_yr,match_full_name,pdes,spkid,kind,sbdb_class,pha,H,diameter_km,moid_au,data_arc_d,n_obs,condition_code,first_obs,last_obs,soln_date,orbit_id,sbdb_epoch_jd,sbdb_a,sbdb_e,sbdb_i,sbdb_om,sbdb_w,sbdb_ma,match_dist,second_best,second_dist,dM_sbdb,hz_a,hz_e,hz_i,hz_om,hz_w,hz_ma,hz_da,hz_de,hz_di,hz_dom,hz_dw,hz_dM,hz_maxdev
68,1.1365852,0.1437417,13.91996,139.30103,207.02937,228.31822,0.9732105111571601,1.29995988884284,1.2117220052794353,35107 (1991 VH),35107,20035107,an,APO,Y,16.86,0.929,.0264548,12673,6255,0,1991-11-09,2026-07-21,2026-08-31 06:24:41,JPL 788,2461200.5,1.136585170327209,0.1437417409888352,13.91995440611548,139.3010291409591,207.0293694382725,228.3182155941182,0.00029742796719998,(2021 PP5),354.27146619255615,-4.405881810498613e-06,1.136585170255349,0.143741741021582,13.91995440694421,139.301029138316,207.0293694085378,228.318215702948,-2.974465096450274e-08,4.102158199237316e-08,-5.593055789177015e-06,-8.616839863861969e-07,-5.914621965530387e-07,-4.297051987123268e-06,4.297051987123268e-06
69,2.3576072,0.5676514,6.24493,226.5645,181.29566,11.19621,1.01930817226992,3.6959062277300796,3.6199883571832476,138524 (2000 OJ8),138524,20138524,an,AMO,Y,16.86,,.028276,9129,1051,0,2000-07-30,2025-07-28,2026-08-25 07:22:56,JPL 201,2461200.5,2.357607164542569,0.5676513788117616,6.244929612848859,226.5644992722371,181.2956522680237,11.19621169212449,0.00039269638520529485,(2025 WE9),182.37182087360839,1.6921244991863205e-06,2.357607163893899,0.5676513788169001,6.24492961558034,226.5644992761928,181.2956522650379,11.19621194857165,-3.6106100775867844e-08,-2.1183099940813577e-08,-3.8441965966029557e-07,-7.238072043946886e-07,-7.734962110816923e-06,1.9485716507006146e-06,7.734962110816923e-06
70,2.0150725,0.5332099,8.18219,306.75571,175.26452,117.8256,0.94061589378225,3.0895291062177503,2.8604608904356503,251346 (2007 SJ),251346,20251346,an,APO,Y,16.88,,.0415881,12496,1034,0,1990-10-14,2024-12-30,2024-12-31 05:29:02,194,2461200.5,2.015072495217252,0.5332098821162617,8.182185275607045,306.7557565334143,175.2644670869904,117.8256007086437,0.003531283757791285,(2018 AL2),223.21747603607116,7.086437108227983e-07,2.015072495259882,0.5332098820969292,8.182185277344095,306.7557565373921,175.2644670869274,117.8256007380768,-4.740118075829969e-09,-1.790307080362652e-08,-4.722655905453621e-06,4.6537392051959614e-05,-5.291307260790745e-05,7.380768067832832e-07,5.291307260790745e-05
71,1.5075512,0.4165127,16.69512,219.36124,140.29002,93.30517,0.87963697929976,2.13546542070024,1.8510071916042348,68346 (2001 KZ66),68346,20068346,an,APO,Y,16.92,0.736,.0388684,16882,1249,0,1979-12-28,2026-03-18,2026-03-19 06:20:17,256,2461200.5,1.507551202759908,0.4165126854821235,16.69511822794217,219.3612578692698,140.290007032573,93.30515024783578,0.0011078644227024588,(2017 UD8),192.71172545061472,-1.975216423488746e-05,1.507551202775209,0.4165126854719862,16.6951182287653,219.361257866159,140.2900070249531,93.30515025622371,2.775208951533159e-09,-1.4528013791981209e-08,-1.7712347002429851e-06,1.786615899845856e-05,-1.2975046900010057e-05,-1.974377630631352e-05,1.974377630631352e-05
72,2.4449438,0.7906999,1.97391,195.43379,286.41433,268.15672,0.5117269818343799,4.378160618165619,3.8229914011349773,297274 (1996 SK),297274,20297274,an,APO,Y,16.92,1.199,.00623655,10919,492,0,1996-09-13,2026-08-06,2026-08-11 13:48:37,JPL 87,2461200.5,2.444943795022086,0.7906998778709187,1.973914479042071,195.4337819673426,286.4143510558911,268.156700429766,0.0011497058068374278,(2018 FG5),370.6241167399725,-1.95702340306525e-05,2.444943794354117,0.7906998778655141,1.973914478255231,195.4337820881433,286.4143509420841,268.156700629947,-5.645882872329366e-09,-2.213448591081857e-08,4.478255230866424e-06,-7.91185669868355e-06,2.094208412017906e-05,-1.9370052996237064e-05,2.094208412017906e-05
73,1.9672729,0.6076793,2.66375,181.16134,89.3949,96.56151,0.7718018812190299,3.16274391878097,2.75928724957336,143404 (2003 BD44),143404,20143404,an,APO,Y,16.95,,.0176509,16352,1650,0,1981-02-28,2025-12-06,2025-12-08 05:21:20,250,2461200.5,1.967272890877204,0.6076792867521564,2.663754386543048,181.1613208395093,89.39492357556614,96.56150955970882,0.001534998029935234,143487 (2003 CR20),376.65936390967283,-4.4029115997545887e-07,1.967272891171703,0.6076792867885384,2.66375438723666,181.1613207849564,89.39492363037125,96.5615094080647,-8.828296982343886e-09,-1.3211461591389195e-08,4.3872366601860335e-06,-1.9215043607800908e-05,2.363037123132017e-05,-5.919353043282172e-07,2.363037123132017e-05
74,1.84152,0.5061514,5.40987,294.72295,173.52039,274.45797,0.909432073872,2.7736079261280002,2.4989908148930455,7341 (1991 VK),7341,20007341,an,APO,Y,16.96,0.982,.0478435,12775,2421,0,1991-09-12,2026-09-03,2026-09-04 06:21:17,JPL 455,2461200.5,1.841520033898104,0.5061513699283477,5.409870558893831,294.7229780617872,173.5203643415467,274.4579642441045,0.0019026553863139778,(2021 AT5),170.93538928633214,-5.755895472248085e-06,1.841520034047279,0.5061513698388754,5.409870559342964,294.7229780485528,173.520364357465,274.4579641602406,3.404727899614102e-08,-3.016112459786058e-08,5.593429639461078e-07,2.8048552792370174e-05,-2.5642534978942422e-05,-5.839759410264378e-06,2.8048552792370174e-05
75,2.4337077,0.6170326,9.6898,107.56402,237.79733,294.82403,0.9320307102289799,3.9353846897710194,3.7966680207882697,159504 (2000 WO67),159504,20159504,an,APO,Y,16.96,2.324,.0495539,9302,756,0,2000-11-27,2026-05-17,2026-09-01 06:21:32,JPL 170,2461200.5,2.433707676386756,0.6170325707768451,9.689788408394108,107.5640482253939,237.7973083429337,294.824027609444,0.001871934916244781,(2021 MT1),335.3706862394606,-2.3905560055936803e-06,2.433707676269517,0.6170325707698514,9.689788410410737,107.5640482341771,237.7973083172483,294.8240275747804,-2.373048291204327e-08,-2.9230148634873387e-08,-1.1589589263394373e-05,2.823417707986664e-05,-2.1682751679463763e-05,-2.425219577162352e-06,2.823417707986664e-05
76,1.4421372,0.4840079,4.09944,213.60445,103.10746,253.50666,0.7441314023161201,2.14014299768388,1.7318483870295673,35396 (1997 XF11),35396,20035396,an,APO,Y,17.01,0.704,.000159853,13144,2664,0,1990-03-22,2026-03-17,2026-06-27 06:20:02,JPL 422,2461200.5,1.442137239126447,0.4840078498465715,4.09944465209178,213.6044412716029,103.1074672357032,253.5066585686384,0.0006221318447220094,(2023 HE3),273.31079130981635,-1.4313616247818572e-06,1.44213723912876,0.484007849852772,4.099444652696872,213.604441251125,103.1074672494027,253.5066585322277,3.912876000988774e-08,-5.014722798124538e-08,4.652696871332296e-06,-8.748875018227409e-06,7.24940269947183e-06,-1.4677723072509252e-06,8.748875018227409e-06
77,2.5924797,0.6179423,13.23278,1.27533,5.22298,316.73554,0.9904768314786899,4.194482568521311,4.174198009079636,422787 (2001 WS1),422787,20422787,an,APO,Y,17.03,,.0116021,10549,1349,0,1997-08-02,2026-06-20,2026-06-21 06:22:12,JPL 114,2461200.5,2.592479683265474,0.6179422834114804,13.23277398075926,1.275330465542803,5.22297082414246,316.7355463610006,0.000550446761584436,(2022 SB11),278.41652132679025,6.361000600918487e-06,2.59247968214341,0.6179422835082952,13.23277397992759,1.275330466499792,5.222970819067164,316.7355466434227,-1.7856589984432958e-08,-1.6491704890597703e-08,-6.020072410350963e-06,4.6649978457935504e-07,-9.180932835306521e-06,6.643422693741741e-06,9.180932835306521e-06
78,1.5658196,0.407978,36.0152,279.53942,130.68633,138.66261,0.9269996512312001,2.2046395487688,1.959352554753583,294739 (2008 CM),294739,20294739,an,APO,Y,17.04,0.740,.0437237,6471,1912,0,2008-02-02,2025-10-21,2025-10-22 08:23:47,357,2461200.5,1.565819601180114,0.4079779894651361,36.01519512853759,279.5394197670341,130.6863256781655,138.6626205777805,0.0003265034569914035,(2017 AQ4),479.8964427831944,1.0577780500398148e-05,1.565819601094813,0.4079779893553757,36.01519512868136,279.5394197664415,130.6863256752838,138.6626206824836,1.0948131290433594e-09,-1.0644624293121296e-08,-4.871318637356126e-06,-2.3355852363238228e-07,-4.324716201153933e-06,1.0682483605251036e-05,1.0682483605251036e-05
79,1.3084955,0.2126112,9.02376,264.506,184.85396,284.01604,1.0302947015504,1.5866962984496,1.496781304960453,67367 (2000 LY27),67367,20067367,an,AMO,Y,17.08,,.0463995,18299,730,0,1976-05-27,2026-07-03,2026-07-04 06:17:02,JPL 160,2461200.5,1.30849550283369,0.2126112772705565,9.023738871794158,264.5060120251867,184.85393269844,284.0160391199723,0.0018343512278580535,(2006 XQ4),343.3122303980596,-8.800276987130928e-07,1.308495502871254,0.2126112772150199,9.023738872173125,264.5060120255904,184.8539327020493,284.0160389971623,2.8712539013042715e-09,7.721501990576307e-08,-2.1127826874689504e-05,1.2025590422126697e-05,-2.7297950708771168e-05,-1.002837677788193e-06,2.7297950708771168e-05
80,1.9312461,0.6206467,23.55872,115.78687,67.45131,197.87281,0.73262458114713,3.1298676188528702,2.6838388152263293,377732 (2005 XJ8),377732,20377732,an,APO,Y,17.06,0.986,.0160871,7174,874,0,2005-12-04,2025-07-26,2025-07-27 06:21:23,178,2461200.5,1.931246093903698,0.6206466828405265,23.55872222803277,115.7868762330749,67.45130790607072,197.8728164900287,0.0003488763202952566,(2020 OD3),480.8251342689237,6.490028710004481e-06,1.931246094208401,0.6206466827883436,23.55872222639348,115.7868762265735,67.45130791233555,197.8728163262612,-5.791598978177603e-09,-1.7211656433424594e-08,2.22639348024245e-06,6.226573503909094e-06,-2.0876644555301027e-06,6.326261200229055e-06,6.326261200229055e-06
81,0.8830647,0.6328224,17.0676,130.14228,309.26448,331.03403,0.32424157719072,1.44188782280928,0.8298293413251446,85989 (1999 JD6),85989,20085989,an,ATE,Y,17.07,1.462,.0478721,12805,3852,0,1990-06-22,2025-07-13,2026-09-04 06:21:24,JPL 530,2461200.5,0.8830646990257738,0.6328223978541245,17.06759913269018,130.1422777346038,309.2644815743415,331.034043261971,0.0001446594692722692,242191 (2003 NZ6),426.4646127980126,1.3261971048450505e-05,0.8830646989682314,0.6328223977687457,17.06759913152791,130.1422777378101,309.2644815713992,331.0340434203011,-1.03176867050081e-09,-2.231254292439644e-09,-8.684720889107211e-07,-2.26218989496374e-06,1.5713991956545215e-06,1.3420301115729671e-05,1.3420301115729671e-05
82,2.2435916,0.6253872,9.8289,168.05282,116.2708,130.65409,0.8404781313324798,3.6467050686675195,3.360591371776511,9856 (1991 EE),9856,20009856,an,APO,Y,17.08,1.0,.0225618,12747,1365,0,1991-03-13,2026-02-04,2026-02-05 05:19:26,208,2461200.5,2.243591562145471,0.6253872584329812,9.82889487765211,168.0527821315966,116.2708411096343,130.6540871990822,0.0028090446353123506,(2022 FE6),273.50910978613297,-2.80091779814029e-06,2.243591562141163,0.6253872584679424,9.82889488166874,168.0527820888522,116.2708411596331,130.6540863150471,-3.785883695428538e-08,5.8467942376516646e-08,-5.118331261044773e-06,-3.791114778550764e-05,4.11596330991415e-05,-3.684952901039651e-06,4.11596330991415e-05
83,0.6618334,0.5330718,26.45905,155.74474,197.85461,94.64674,0.30902867816188,1.0146381218381202,0.5384222773685335,138127 (2000 EE14),138127,20138127,an,ATE,Y,17.11,0.754,.0230376,9477,1125,0,2000-03-04,2026-02-13,2026-02-14 05:53:52,167,2461200.5,0.6618333682184359,0.5330718625871552,26.45904560502366,155.744756065524,197.8546119388998,94.64671124116724,0.0008483037206524273,(2019 EM1),230.83261217450956,-2.875883274100488e-05,0.6618333682193258,0.5330718625668632,26.45904560592551,155.744756066216,197.8546119360958,94.64671120959348,-3.1780674203396586e-08,6.256686324590532e-08,-4.394074490932098e-06,1.6066216005583556e-05,1.9360957992375916e-06,-2.8790406531697954e-05,2.8790406531697954e-05
84,1.9877259,0.4800069,6.69302,325.70748,173.06866,194.39579,1.03360375269129,2.94184804730871,2.8024298157221277,153591 (2001 SN263),153591,20153591,an,AMO,Y,17.11,2,.047792,13105,3682,0,1990-09-25,2026-08-12,2026-08-20 06:49:32,JPL 324,2461200.5,1.987725893557605,0.4800069029293744,6.69301911385928,325.7074742583671,173.068670228154,194.3957885412683,0.0005882113981282486,(2014 DR21),52.189955212627694,-1.4587317025416269e-06,1.987725893991663,0.4800069028768288,6.693019113759981,325.7074742588372,173.0686702215174,194.3957883459233,-6.008336939089531e-09,2.8768287752001243e-09,-8.862400191489428e-07,-5.741162794947741e-06,1.0221517413810943e-05,-1.6540766978323518e-06,1.0221517413810943e-05
85,1.8451563,0.4660521,42.72023,338.02633,162.24225,305.34112,0.98521733155677,2.70509526844323,2.5063962989808,197588 (2004 HE12),197588,20197588,an,APO,Y,17.12,,.0101676,9126,207,0,2000-09-21,2025-09-16,2025-09-17 02:57:35,65,2461200.5,1.84515632421538,0.466052107743838,42.72022642863897,338.0263352168644,162.2422467476995,305.3411246087073,0.00035664497031203383,(2016 SM3),721.8531444252135,4.6087072860245826e-06,1.845156324125028,0.4660521077268895,42.7202264299176,338.0263352142574,162.2422467525887,305.3411246322264,2.4125027975330227e-08,7.72688946160116e-09,-3.5700823985962415e-06,5.214257441821246e-06,-3.247411314077908e-06,4.6322264211084985e-06,5.214257441821246e-06
86,1.9070776,0.6224092,55.85289,271.0619,71.46206,196.70619,0.72009495664608,3.09406024335392,2.633616579788743,311044 (2004 BB103),311044,20311044,an,APO,Y,17.12,,.0353968,7993,329,0,2004-01-31,2025-12-19,2026-09-03 06:19:07,JPL 79,2461200.5,1.907077600140209,0.6224092514149501,55.8528614494696,271.0618812947862,71.46204685561416,196.7061989799297,0.0018316811207857015,(2021 LB6),674.5029083603606,8.97992970294581e-06,1.907077599986533,0.622409251444386,55.85286145209644,271.0618812967555,71.4620468491539,196.7061990386453,-1.3467005288703149e-11,5.144438597337597e-08,-2.8547903561104704e-05,-1.870324450692351e-05,-1.3150846086773527e-05,9.038645316650218e-06,1.870324450692351e-05
87,2.2201799,0.7775669,3.1187,339.37397,243.2457,238.12487,0.49384149771469016,3.9465183022853103,3.3081275781067045,85182 (1991 AQ),85182,20085182,an,APO,Y,17.13,1.1,.0159703,12373,750,0,1991-01-14,2024-11-29,2024-11-30 05:22:55,164,2461200.5,2.220179896495621,0.7775668486490369,3.118704309944379,339.3739225534139,243.2457479206317,238.1248626877236,0.0033802237654176775,(2024 DW),352.37034171701663,-7.312276380844196e-06,2.220179896253271,0.7775668486431153,3.118704318210527,339.3739227187559,243.2457477649646,238.124862249737,-3.746729149156636e-09,-5.135688463386856e-08,4.318210526932376e-06,-4.728124406483403e-05,4.776496459157897e-05,-7.7502629949322e-06,4.776496459157897e-05
88,2.6003283,0.6340735,17.09388,110.80673,207.63119,180.82234,0.9515290336699501,4.24912756633005,4.193168105946425,435159 (2007 LQ19),435159,20435159,an,APO,Y,17.13,,.0177084,6414,206,0,2007-06-13,2025-01-03,2025-01-04 06:58:47,65,2461200.5,2.600328280624118,0.6340735453802975,17.09388018427707,110.8067483843844,207.6311808802061,180.8223305813123,0.0010303341126236924,(2017 LC),377.3857878919091,-9.418687710649465e-06,2.600328281777816,0.6340735453149982,17.09388018414142,110.8067483877231,207.6311808739748,180.8223302865754,-1.8222184205995973e-08,4.531499819826479e-08,1.8414142033407188e-07,1.8387723116575216e-05,-9.126025190653309e-06,-9.7134245891084e-06,1.8387723116575216e-05
89,1.248516,0.3248821,15.31841,8.869,233.72605,148.38115,0.8428955000364,1.6541364999636,1.3950544810837504,10115 (1992 SK),10115,20010115,an,APO,Y,17.14,0.938,.0454208,26031,2899,0,1953-10-12,2025-01-18,2025-12-22 05:37:35,374,2461200.5,1.248516024397156,0.3248821551152989,15.31841222175664,8.8690083244442,233.7260443528945,148.3811466653697,0.0005273063070337057,(2016 EK156),309.61050472762963,-3.3346302927839133e-06,1.248516024432024,0.3248821551976919,15.31841222203989,8.869008323398122,233.7260443677779,148.3811465893542,2.443202395951971e-08,5.5197691917197034e-08,2.2220398907535355e-06,8.323398134280069e-06,-5.632222098483908e-06,-3.410645803114676e-06,8.323398134280069e-06
90,2.1505803,0.5656677,20.05615,294.79736,326.85322,354.15946,0.9340664880336901,3.3670941119663103,3.1537952505625024,164216 (2004 OT11),164216,20164216,an,APO,Y,17.23,,.0204111,8073,1200,0,2004-07-27,2026-09-03,2026-09-04 06:21:35,JPL 184,2461200.5,2.150580331760167,0.5656677062695886,20.05614730080822,294.7973765948032,326.8532059781284,354.1594567026329,0.0010951625313550667,(2020 NG1),387.88539915682327,-3.29736712956219e-06,2.150580332291577,0.565667706215435,20.05614729770857,294.7973765968678,326.8532059807788,354.1594564862074,3.22915769679355e-08,6.215435055523244e-09,-2.7022914288465927e-06,1.6596867794760328e-05,-1.4019221225680667e-05,-3.5137926488459925e-06,1.6596867794760328e-05
91,2.6887981,0.6358411,0.83203,219.82254,62.87684,357.42282,0.9791497584180899,4.39844644158191,4.408971473044718,374038 (2004 HW),374038,20374038,an,APO,Y,17.15,,.00904746,8173,746,0,2004-04-18,2026-09-03,2026-09-04 06:21:54,JPL 174,2461200.5,2.688798127648747,0.635841066306799,0.8320312889458276,219.8226329429868,62.8767482212119,357.422821335724,0.0065317547926832115,625788 (2006 SA6),456.7638285964076,1.3357239936340193e-06,2.688798126605937,0.6358410664331974,0.8320312876604349,219.8226327380704,62.87674842297716,357.4228215817857,2.6605937009094305e-08,-3.3566802670748075e-08,1.2876604348344145e-06,9.273807040699467e-05,-9.157702282891478e-05,1.5817856819921872e-06,9.273807040699467e-05
92,2.7985809,0.6752615,6.01513,157.57903,25.86502,17.15437,0.9088069635946502,4.68835483640535,4.6817346872114145,500080 (2011 WV134),500080,20500080,an,APO,Y,17.19,,.018111,7182,1936,0,2006-11-23,2026-07-23,2026-07-24 06:17:51,JPL 243,2461200.5,2.798580878950351,0.6752615319726846,6.015133787318945,157.5790405329521,25.86501736285739,17.15437158331916,0.0005789089418034999,(2015 KQ57),239.28923719734635,1.5833191469027952e-06,2.798580878586466,0.6752615319642113,6.01513378563854,157.5790405166966,25.86501736664259,17.15437164455529,-2.141353405704649e-08,3.196421138884631e-08,3.785638539532954e-06,1.0516696619333743e-05,-2.633357411241377e-06,1.6445552830646193e-06,1.0516696619333743e-05
93,1.9222931,0.5397498,22.76523,239.03405,43.4167,29.7237,0.8847357837336202,2.9598504162663803,2.665197582062099,53426 (1999 SL5),53426,20053426,an,APO,Y,17.19,,.0268651,8871,1284,0,1999-09-28,2024-01-11,2024-09-11 06:24:51,242,2461200.5,1.922293127809326,0.5397498283093624,22.76522914541405,239.0340470943301,43.41670619008253,29.72369679431651,0.00035029263443879516,(2021 JD6),624.489061151962,-3.2056834982086002e-06,1.9222931279792,0.5397498283589182,22.7652291431351,239.0340470929613,43.41670619717612,29.72369675418187,2.797919984587338e-08,2.8358918213733375e-08,-8.568648972584469e-07,-2.9070387199681136e-06,6.197176105615654e-06,-3.245818135155787e-06,6.197176105615654e-06
94,2.7461899,0.6213942,24.8525,93.21843,178.32543,337.6525,1.03972342404142,4.452656375958581,4.550884866160743,484517 (2008 EC69),484517,20484517,an,AMO,Y,17.19,,.0233682,11752,515,0,1994-05-04,2026-07-07,2026-07-14 06:54:04,JPL 112,2461200.5,2.746189878259294,0.6213942502696469,24.85250519542008,93.21842396626319,178.3254330960678,337.6525105938229,0.0004393641103660923,(2015 KR154),503.0559171678698,1.0593822935334174e-05,2.746189877337957,0.6213942502825152,24.8525052004286,93.218423963223,178.3254330982799,337.6525107467278,-2.2662042908905278e-08,5.028251515160065e-08,5.2004285997497846e-06,-6.036776994733373e-06,3.098279876212473e-06,1.0746727809873846e-05,1.0746727809873846e-05
95,1.6416873,0.8863572,9.90138,188.12971,222.96678,107.19873,0.18656594149644007,3.09680865850356,2.1034667808624072,89958 (2002 LY45),89958,20089958,an,APO,Y,17.22,,.000386186,9473,1129,0,2000-06-14,2026-05-22,2026-05-22 07:19:34,190,2461200.5,1.641687253664004,0.8863572148214808,9.901380474279671,188.1297137800791,222.9667810287944,107.1987313747521,0.00020483315835186845,(2016 JJ24),560.8984213578964,1.3747521165896615e-06,1.641687253658718,0.8863572148240243,9.901380478485008,188.1297138008701,222.9667810073352,107.1987313807214,-4.6341282144979346e-08,1.4824024341386632e-08,4.784850080596925e-07,3.8008701039871085e-06,1.007335185931879e-06,1.3807214145344915e-06,3.8008701039871085e-06
96,2.2263691,0.5350316,10.84584,132.16563,206.19444,88.26347,1.0351912782364399,3.41754692176356,3.321970325195748,348400 (2005 JF21),348400,20348400,an,AMO,Y,17.25,,.0480959,8474,2112,0,2002-11-19,2026-01-31,2026-06-16 11:32:16,JPL 320,2461200.5,2.226369118849572,0.5350315433203054,10.84583805973628,132.1656362554782,206.1944365433055,88.26346516767555,0.0003877068181342226,(2025 OH17),172.4580799597434,-4.832324464132398e-06,2.226369118294295,0.5350315433756664,10.84583806137113,132.1656362633144,206.1944365428728,88.26346535632842,1.8294294967802216e-08,-5.6624333666377424e-08,-1.9386288716560784e-06,6.263314418220034e-06,-3.4571271783079283e-06,-4.643671559279028e-06,6.263314418220034e-06
97,2.2793664,0.6462927,8.02751,347.42493,233.52042,142.23837,0.8062285350547198,3.75250426494528,3.441289529658399,253841 (2003 YG118),253841,20253841,an,APO,Y,17.26,,.0110456,8015,583,0,2003-12-17,2025-11-26,2026-08-25 07:22:58,JPL 131,2461200.5,2.27936636447441,0.6462926498250525,8.027517093468532,347.4249322264631,233.52041711,142.2383784448113,0.0004127935357565043,(2026 EC1),348.0938070719952,8.444811300023503e-06,2.279366364205579,0.6462926498896564,8.027517094850031,347.4249322348239,233.5204170918401,142.2383784051537,-3.5794420760737466e-08,-5.011034365232092e-08,7.094850031919009e-06,2.234823909930128e-06,-2.908159899561724e-06,8.405153693047396e-06,8.405153693047396e-06
98,1.4421785,0.586574,5.52413,311.66594,291.99797,173.53972,0.5962340885409999,2.2881229114590003,1.731922782708219,4450 Pan (1987 SY),4450,20004450,an,APO,Y,17.27,,.028861,32459,1594,0,1937-02-06,2025-12-20,2025-12-22 05:37:35,281,2461200.5,1.442178472395645,0.5865739819170429,5.524126776230638,311.6659474343363,291.9979652348399,173.5397158120864,0.00047222025049757486,(2020 RX),272.0063775111446,-4.1879135892486374e-06,1.4421784724615,0.5865739819513637,5.524126775135444,311.6659474545766,291.9979652170394,173.5397157417319,-2.7538499924872895e-08,-1.8048636363232617e-08,-3.22486455672788e-06,7.454576632426324e-06,-4.782960616012133e-06,-4.2582680919167615e-06,7.454576632426324e-06
99,1.6984528,0.5075685,12.15584,356.54428,224.82289,130.37961,0.8363716599832001,2.5605339400168003,2.213503553378276,29075 (1950 DA),29075,20029075,an,APO,Y,17.28,1.3,.0392216,27458,1177,0,1950-02-23,2025-04-28,2025-10-25 09:25:57,281,2461200.5,1.69845277289478,0.5075684254529343,12.15583900343037,356.544301302666,224.8228676037718,130.379610378207,0.0015536837409624606,(2022 CC3),277.25623772256597,3.7820697684765037e-07,1.698452772826909,0.5075684254446652,12.15583900416847,356.5443013042114,224.8228676136715,130.379610443,-2.7173091110554992e-08,-7.455533479472365e-08,-9.958315292379893e-07,2.1304211372807913e-05,-2.2386328510037856e-05,4.429999762578518e-07,2.2386328510037856e-05
100,2.5736093,0.7155058,5.01801,150.89053,278.15998,85.33777,0.7321769189160602,4.41504168108394,4.128705690922636,206910 (2004 NL8),206910,20206910,an,APO,Y,17.28,,.0211145,9061,522,0,2001-05-24,2026-03-15,2026-03-15 06:23:40,114,2461200.5,2.573609304350349,0.71550586688188,5.018025949157677,150.8905438073716,278.1599635946825,85.33775644856738,0.0013428684334387516,(2019 AX),329.33572458993643,-1.355143263026548e-05,2.573609306213635,0.7155058666979304,5.018025946604872,150.8905438585722,278.1599635474165,85.33775570883041,6.213634939911117e-09,6.669793040092742e-08,1.59466048712531e-05,1.3858572174285655e-05,-1.6452583508907992e-05,-1.4291169577518303e-05,1.6452583508907992e-05
101,2.4205161,0.5727372,12.87861,250.069,345.65955,166.3548,1.0341964863310802,3.80683571366892,3.7658408620154584,285263 (1998 QE2),285263,20285263,an,AMO,Y,17.28,,.03052,9958,1927,0,1998-08-19,2025-11-23,2026-05-29 18:01:17,172,2461200.5,2.420516080958186,0.5727371911835314,12.87861126084709,250.0690108468543,345.6595605658583,166.3547881573458,0.0007601821326859846,(2023 JJ3),303.0930207496283,-1.184265420306474e-05,2.42051607982788,0.572737191241756,12.87861126071515,250.069010853899,345.6595605635313,166.3547886084981,-2.0172119974404268e-08,-8.758243907891483e-09,1.2607151500532154e-06,1.0853898999130251e-05,1.0563531247953506e-05,-1.1391501914204127e-05,1.1391501914204127e-05
102,1.1226786,0.2138661,26.06566,161.20276,102.1008,115.93198,0.8825757062645401,1.3627814937354599,1.1895512743870384,161989 Cacus (1978 CA),161989,20161989,an,APO,Y,17.31,1.9,.0146207,16425,1798,0,1978-02-08,2023-01-28,2026-06-27 06:20:38,JPL 290,2461200.5,1.122678570459829,0.2138661445274499,26.06566728817256,161.2027585311259,102.1008071401297,115.9319824025176,0.0005238746538942776,(2026 RN),299.9479486062807,2.402517623067979e-06,1.122678570450746,0.2138661445467116,26.06566728842366,161.2027585263383,102.1008071333689,115.9319824668899,-2.954925393261476e-08,4.454671159725976e-08,7.288423660156695e-06,-1.4736617117705464e-06,7.133368910672289e-06,2.466889895913482e-06,7.133368910672289e-06
103,0.9299484,0.4065044,4.69797,311.92731,82.76506,209.47561,0.55192028362704,1.30797651637296,0.8967848799508191,5604 (1992 FE),5604,20005604,an,ATE,Y,17.32,0.55,.0334266,15082,1572,0,1985-04-17,2026-08-02,2026-08-03 06:17:45,JPL 302,2461200.5,0.9299484385603628,0.4065044367890649,4.697971083283851,311.9273285124261,82.76504197776825,209.4756065064432,0.001295612324762952,(2019 CS1),286.9889185685403,-3.493556789635477e-06,0.9299484387733984,0.4065044368721791,4.697971079578819,311.9273285158974,82.7650419795684,209.4756063802298,3.877339838087579e-08,3.6872179087765744e-08,1.0795788192297096e-06,1.851589740908821e-05,-1.802043161092115e-05,-3.6197701831497398e-06,1.851589740908821e-05
104,1.4519998,0.4078352,24.75984,68.67554,110.74277,204.20484,0.85982317116704,2.04417642883296,1.7496445761976271,192563 (1998 WZ6),192563,20192563,an,APO,Y,17.33,,.0347778,9718,2419,0,1998-11-23,2025-07-02,2025-12-10 05:26:13,199,2461200.5,1.451999846620341,0.407835173751179,24.75985267522244,68.67555620323827,110.7427490946935,204.2048489100989,0.001468170474343749,620085 (2014 WG365),254.32472925675168,8.910098898695651e-06,1.451999846591974,0.4078351737412919,24.7598526760224,68.67555620165302,110.7427490953486,204.2048490269472,4.659197383460878e-08,-2.625870809680464e-08,1.2676022400626152e-05,1.620165301119414e-05,-2.0904651393038876e-05,9.026947196844048e-06,2.0904651393038876e-05
105,1.1227045,0.1645913,37.1231,156.83722,249.45499,319.46893,0.93791710682915,1.3074918931708501,1.1895924387358972,7822 (1991 CS),7822,20007822,an,APO,Y,17.34,1.602,.0219192,11845,3809,0,1991-01-19,2023-06-25,2025-06-10 23:50:21,316,2461200.5,1.122704459359489,0.1645913305886299,37.12309321232198,156.8372246037425,249.4549825114854,319.4689514388742,0.0005601396969268207,(2021 ED4),441.79083569051534,2.143887422789703e-05,1.12270445934522,0.1645913305041569,37.12309321237801,156.8372246018887,249.454982517814,319.4689514287138,-4.065477998693723e-08,3.0504156894872736e-08,-6.787621991577453e-06,4.601888690558553e-06,-7.482186020979498e-06,2.1428713807836175e-05,2.1428713807836175e-05
