ID,a,e,i,Omega,omega,M,q,Q,P_yr,mpc_des,mpc_name,mpc_H,mpc_nobs,mpc_arc,mpc_U,mpc_flags,mpc_epoch,mpc_dist,mpc_max_abs_diff,sbdb_name,sbdb_spkid,sbdb_dist,sbdb_H,sbdb_diameter_km,sbdb_moid_au,sbdb_pha,sbdb_class,sbdb_arc_d,sbdb_nobs,sbdb_cc,hz_maxdev
81,0.8830647,0.6328224,17.0676,130.14228,309.26448,331.03403,0.32424157719072,1.44188782280928,0.8298293413251446,85989,(85989) 1999 JD6,17.07,3767,1990-2025,0,9802,K2669,0.010000000003174137,1.0000000003174137e-05,85989 (1999 JD6),20085989,0.0001446594692722692,17.07,1.462,.0478721,Y,ATE,12805,3852,0,1.3420301115729671e-05
82,2.2435916,0.6253872,9.8289,168.05282,116.2708,130.65409,0.8404781313324798,3.6467050686675195,3.360591371776511,09856,(9856) 1991 EE,17.08,1339,1991-2026,0,9803,K2669,0.0,0.0,9856 (1991 EE),20009856,0.0028090446353123506,17.08,1.0,.0225618,Y,APO,12747,1365,0,4.11596330991415e-05
83,0.6618334,0.5330718,26.45905,155.74474,197.85461,94.64674,0.30902867816188,1.0146381218381202,0.5384222773685335,D8127,(138127) 2000 EE14,17.11,744,2000-2026,0,9802,K2669,0.0,0.0,138127 (2000 EE14),20138127,0.0008483037206524273,17.11,0.754,.0230376,Y,ATE,9477,1125,0,2.8790406531697954e-05
84,1.9877259,0.4800069,6.69302,325.70748,173.06866,194.39579,1.03360375269129,2.94184804730871,2.8024298157221277,F3591,(153591) 2001 SN263,17.10,3570,1990-2026,0,9804,K2669,0.0,0.0,153591 (2001 SN263),20153591,0.0005882113981282486,17.11,2,.047792,Y,AMO,13105,3682,0,1.0221517413810943e-05
85,1.8451563,0.4660521,42.72023,338.02633,162.24225,305.34112,0.98521733155677,2.70509526844323,2.5063962989808,J7588,(197588) 2004 HE12,17.12,196,2000-2025,0,9803,K2669,0.0,0.0,197588 (2004 HE12),20197588,0.00035664497031203383,17.12,,.0101676,Y,APO,9126,207,0,5.214257441821246e-06
86,1.9070776,0.6224092,55.85289,271.0619,71.46206,196.70619,0.72009495664608,3.09406024335392,2.633616579788743,V1044,(311044) 2004 BB103,17.12,303,2004-2025,0,9803,K2669,0.026457513099741137,1.9999999999242846e-05,311044 (2004 BB103),20311044,0.0018316811207857015,17.12,,.0353968,Y,APO,7993,329,0,1.870324450692351e-05
87,2.2201799,0.7775669,3.1187,339.37397,243.2457,238.12487,0.49384149771469016,3.9465183022853103,3.3081275781067045,85182,(85182) 1991 AQ,17.13,740,1991-2024,0,9803,K2669,0.0,0.0,85182 (1991 AQ),20085182,0.0033802237654176775,17.13,1.1,.0159703,Y,APO,12373,750,0,4.776496459157897e-05
88,2.6003283,0.6340735,17.09388,110.80673,207.63119,180.82234,0.9515290336699501,4.24912756633005,4.193168105946425,h5159,(435159) 2007 LQ19,17.13,193,2007-2025,0,9803,K2669,0.0,0.0,435159 (2007 LQ19),20435159,0.0010303341126236924,17.13,,.0177084,Y,APO,6414,206,0,1.8387723116575216e-05
89,1.248516,0.3248821,15.31841,8.869,233.72605,148.38115,0.8428955000364,1.6541364999636,1.3950544810837504,10115,(10115) 1992 SK,17.14,2596,1953-2025,0,9803,K2669,0.0,0.0,10115 (1992 SK),20010115,0.0005273063070337057,17.14,0.938,.0454208,Y,APO,26031,2899,0,8.323398134280069e-06
90,2.1505803,0.5656677,20.05615,294.79736,326.85322,354.15946,0.9340664880336901,3.3670941119663103,3.1537952505625024,G4216,(164216) 2004 OT11,17.05,1142,2004-2026,0,9803,K2669,0.014142135628219856,1.0000000031595846e-05,164216 (2004 OT11),20164216,0.0010951625313550667,17.23,,.0204111,Y,APO,8073,1200,0,1.6596867794760328e-05
91,2.6887981,0.6358411,0.83203,219.82254,62.87684,357.42282,0.9791497584180899,4.39844644158191,4.408971473044718,b4038,(374038) 2004 HW,17.17,730,2004-2026,0,9803,K2669,0.014142135628219856,1.0000000003174137e-05,374038 (2004 HW),20374038,0.0065317547926832115,17.15,,.00904746,Y,APO,8173,746,0,9.273807040699467e-05
92,2.7985809,0.6752615,6.01513,157.57903,25.86502,17.15437,0.9088069635946502,4.68835483640535,4.6817346872114145,o0080,(500080) 2011 WV134,17.18,1911,2006-2026,0,9803,K2669,0.0,0.0,500080 (2011 WV134),20500080,0.0005789089418034999,17.19,,.018111,Y,APO,7182,1936,0,1.0516696619333743e-05
93,1.9222931,0.5397498,22.76523,239.03405,43.4167,29.7237,0.8847357837336202,2.9598504162663803,2.665197582062099,53426,(53426) 1999 SL5,17.19,1162,1999-2024,0,9803,K2669,0.0,0.0,53426 (1999 SL5),20053426,0.00035029263443879516,17.19,,.0268651,Y,APO,8871,1284,0,6.197176105615654e-06
94,2.7461899,0.6213942,24.8525,93.21843,178.32543,337.6525,1.03972342404142,4.452656375958581,4.550884866160743,m4517,(484517) 2008 EC69,17.19,500,1994-2026,0,9804,K2669,0.0,0.0,484517 (2008 EC69),20484517,0.0004393641103660923,17.19,,.0233682,Y,AMO,11752,515,0,1.0746727809873846e-05
95,1.6416873,0.8863572,9.90138,188.12971,222.96678,107.19873,0.18656594149644007,3.09680865850356,2.1034667808624072,89958,(89958) 2002 LY45,17.23,1080,2000-2026,0,9803,K2669,0.0,0.0,89958 (2002 LY45),20089958,0.00020483315835186845,17.22,,.000386186,Y,APO,9473,1129,0,3.8008701039871085e-06
96,2.2263691,0.5350316,10.84584,132.16563,206.19444,88.26347,1.0351912782364399,3.41754692176356,3.321970325195748,Y8400,(348400) 2005 JF21,17.25,2070,2002-2026,0,9804,K2669,0.0,0.0,348400 (2005 JF21),20348400,0.0003877068181342226,17.25,,.0480959,Y,AMO,8474,2112,0,6.263314418220034e-06
97,2.2793664,0.6462927,8.02751,347.42493,233.52042,142.23837,0.8062285350547198,3.75250426494528,3.441289529658399,P3841,(253841) 2003 YG118,17.26,570,2003-2025,0,9803,K2669,0.017320508066315625,1.0000000003174137e-05,253841 (2003 YG118),20253841,0.0004127935357565043,17.26,,.0110456,Y,APO,8015,583,0,8.405153693047396e-06
98,1.4421785,0.586574,5.52413,311.66594,291.99797,173.53972,0.5962340885409999,2.2881229114590003,1.731922782708219,04450,(4450) Pan,17.27,1554,1987-2025,0,9803,K2669,0.0,0.0,4450 Pan (1987 SY),20004450,0.00047222025049757486,17.27,,.028861,Y,APO,32459,1594,0,7.454576632426324e-06
99,1.6984528,0.5075685,12.15584,356.54428,224.82289,130.37961,0.8363716599832001,2.5605339400168003,2.213503553378276,29075,(29075) 1950 DA,17.28,1111,1950-2025,0,9803,K2669,0.0,0.0,29075 (1950 DA),20029075,0.0015536837409624606,17.28,1.3,.0392216,Y,APO,27458,1177,0,2.2386328510037856e-05
100,2.5736093,0.7155058,5.01801,150.89053,278.15998,85.33777,0.7321769189160602,4.41504168108394,4.128705690922636,K6910,(206910) 2004 NL8,17.28,506,2001-2026,0,9803,K2669,0.0,0.0,206910 (2004 NL8),20206910,0.0013428684334387516,17.28,,.0211145,Y,APO,9061,522,0,1.6452583508907992e-05
101,2.4205161,0.5727372,12.87861,250.069,345.65955,166.3548,1.0341964863310802,3.80683571366892,3.7658408620154584,S5263,(285263) 1998 QE2,17.28,1899,1998-2025,0,9804,K2669,0.0,0.0,285263 (1998 QE2),20285263,0.0007601821326859846,17.28,,.03052,Y,AMO,9958,1927,0,1.1391501914204127e-05
102,1.1226786,0.2138661,26.06566,161.20276,102.1008,115.93198,0.8825757062645401,1.3627814937354599,1.1895512743870384,G1989,(161989) Cacus,17.31,1696,1978-2023,0,9803,K2669,0.0,0.0,161989 Cacus (1978 CA),20161989,0.0005238746538942776,17.31,1.9,.0146207,Y,APO,16425,1798,0,7.133368910672289e-06
103,0.9299484,0.4065044,4.69797,311.92731,82.76506,209.47561,0.55192028362704,1.30797651637296,0.8967848799508191,05604,(5604) 1992 FE,17.32,1540,1985-2026,0,9802,K2669,0.0,0.0,5604 (1992 FE),20005604,0.001295612324762952,17.32,0.55,.0334266,Y,ATE,15082,1572,0,1.851589740908821e-05
104,1.4519998,0.4078352,24.75984,68.67554,110.74277,204.20484,0.85982317116704,2.04417642883296,1.7496445761976271,J2563,(192563) 1998 WZ6,17.33,2181,1998-2025,0,9803,K2669,0.0,0.0,192563 (1998 WZ6),20192563,0.001468170474343749,17.33,,.0347778,Y,APO,9718,2419,0,2.0904651393038876e-05
105,1.1227045,0.1645913,37.1231,156.83722,249.45499,319.46893,0.93791710682915,1.3074918931708501,1.1895924387358972,07822,(7822) 1991 CS,17.34,3820,1991-2023,0,9803,K2669,0.0,0.0,7822 (1991 CS),20007822,0.0005601396969268207,17.34,1.602,.0219192,Y,APO,11845,3809,0,2.1428713807836175e-05
106,1.3706137,0.2691824,40.78349,190.01269,218.35394,245.45258,1.00166861476112,1.73955878523888,1.6046214845753943,53789,(53789) 2000 ED104,17.35,1172,1955-2026,0,9804,K2669,0.0,0.0,53789 (2000 ED104),20053789,0.0005796478249467763,17.35,0.843,.0476226,Y,APO,26073,1260,0,7.907160494369236e-06
107,1.6566052,0.4679086,6.62299,218.89189,203.11336,87.04789,0.88146538011528,2.43174501988472,2.1322029033555694,G4400,(164400) 2005 GN59,17.36,2085,1978-2026,0,9803,K2669,0.0,0.0,164400 (2005 GN59),20164400,0.0001625576513471009,17.36,,.0499018,Y,APO,17430,2106,0,1.928037590914755e-06
108,2.4621481,0.6417744,19.57999,168.84081,54.50171,48.69357,0.88200448041136,4.04229171958864,3.8634140846632126,O3566,(243566) 1995 SA,17.37,558,1991-2026,0,9803,K2669,0.0,0.0,243566 (1995 SA),20243566,0.0003211542852428734,17.37,0.881,.0406381,Y,APO,12939,580,0,5.602317514785682e-06
109,1.0630885,0.4831758,8.88522,325.49909,121.45239,143.61254,0.5494298635417001,1.5767471364583001,1.096109975662679,04769,(4769) Castalia,17.38,760,1989-2026,0,9803,K2669,0.0,0.0,4769 Castalia (1989 PB),20004769,0.0036973351416194405,17.38,1.4,.0204067,Y,APO,13488,746,0,5.098053696883653e-05
110,2.9222508,0.7155033,13.85069,192.31083,113.63224,302.22427,0.8313707091723601,5.0131308908276395,4.9954685519783215,K22A07P,2022 AP7,17.38,48,2017-2026,1,9803,K2669,0.0,0.0,(2022 AP7),54239714,0.011245177598964639,17.38,,.0457676,Y,APO,2984,48,1,0.00018770720009797515
111,2.1909924,0.5722836,30.25143,248.22125,159.71808,145.29814,0.9371233817553599,3.4448614182446398,3.2431072169160324,p8678,(518678) 2008 UZ94,17.38,370,2008-2023,0,9803,K2669,0.0,0.0,518678 (2008 UZ94),20518678,0.0008730657135540018,17.38,,.0268547,Y,APO,5306,386,0,1.4373522105870506e-05
112,1.0853129,0.186996,62.10129,0.98343,104.96868,337.12011,0.8823637289516,1.2882620710483998,1.1306610919384725,E3649,(143649) 2003 QQ47,17.39,1141,2003-2023,0,9803,K2669,0.0,0.0,143649 (2003 QQ47),20143649,0.000534503597818488,17.39,,.00300041,Y,APO,7198,1250,0,8.753115906756648e-06
113,1.833463,0.8651747,8.41081,38.76304,49.00459,115.71954,0.24719719901390008,3.4197288009860998,2.4826084269846875,O2643,(242643) 2005 NZ6,17.39,742,2005-2025,0,9803,K2669,0.0,0.0,242643 (2005 NZ6),20242643,0.0004187971859620062,17.39,1.989,.00562259,Y,APO,7303,757,0,5.697098544032997e-06
114,2.501242,0.6462794,28.42255,142.31976,218.49978,93.58861,0.8847408209852001,4.1177431790148,3.95579310267181,F3311,(153311) 2001 MG1,17.38,242,1989-2026,0,9803,K2669,0.0,0.0,153311 (2001 MG1),20153311,0.0010233238237652023,17.40,,.0402986,Y,APO,13400,254,0,1.789056051393345e-05
115,1.9014803,0.5951473,3.69008,109.438,43.4671,46.39647,0.7698194334518099,3.03314116654819,2.6220305380727122,M0839,(220839) 2004 VA,17.42,1329,2003-2026,0,9803,K2669,0.0,0.0,220839 (2004 VA),20220839,0.00515618428964399,17.45,,.0233469,Y,APO,8357,1375,0,7.631476790948e-05
116,2.5405049,0.6679634,6.22709,64.2053,142.61518,74.30375,0.84354060927934,4.2374691907206605,4.049300949691153,F3220,(153220) 2000 YN29,17.43,199,1997-2025,0,9803,K2669,0.0,0.0,153220 (2000 YN29),20153220,0.0027983211544322945,17.43,,.0316391,Y,APO,10070,206,0,4.190812700244351e-05
117,0.9326616,0.0913984,18.68411,278.65037,118.23951,124.27217,0.84741782201856,1.01790537798144,0.9007124052963308,W5395,(325395) 2009 CQ5,17.43,499,2009-2021,0,9802,K2669,0.03605551274243612,2.99999999811007e-05,325395 (2009 CQ5),20325395,0.0019214918322764554,17.43,,.048485,Y,ATE,4594,521,0,3.12576603960224e-05
118,1.4900466,0.3666013,68.42022,262.94888,188.81131,66.18458,0.94379357937942,2.0362996206205803,1.8188621112352017,h4677,(434677) 2006 BZ7,17.44,256,2006-2026,0,9803,K2669,0.0,0.0,434677 (2006 BZ7),20434677,0.000950592027574009,17.44,,.0378042,Y,APO,7332,264,0,1.0152492052384332e-05
119,2.8027314,0.6361596,13.44416,272.69833,171.76973,91.42447,1.0197469136685597,4.58571588633144,4.692153579856886,j8436,(458436) 2011 AL52,17.44,159,2011-2026,0,9804,K2669,0.0,0.0,458436 (2011 AL52),20458436,0.0028489520910335124,17.45,1.102,.0389976,Y,AMO,5599,168,0,4.461836851987755e-05
120,2.4281288,0.6737478,7.77266,261.43576,54.65804,271.1859,0.79218236288336,4.064075237116641,3.7836205903786415,I6844,(186844) 2004 GA1,17.45,887,2000-2023,0,9803,K2669,0.0,0.0,186844 (2004 GA1),20186844,0.0002283845614946459,17.45,,.0188647,Y,APO,8660,903,0,3.1129718820466223e-06
121,2.5188915,0.6365663,13.75276,275.18421,331.89473,217.87283,0.9154500577435499,4.122332942256451,3.9977367388256217,K20S01L,2020 SL1,17.45,70,2008-2024,1,9803,K2669,0.0,0.0,(2020 SL1),54054501,0.011359318791790604,17.45,,.0428832,Y,APO,5858,70,1,0.00031146996101938385
122,1.9956563,0.5058072,10.06177,164.87309,150.28551,62.27738,0.98623897473464,3.0050736252653603,2.819217750444684,86819,(86819) 2000 GK137,17.48,851,1994-2025,0,9803,K2669,0.0,0.0,86819 (2000 GK137),20086819,0.0028064045614147673,17.48,0.802,.0165109,Y,APO,11324,864,0,3.9905119479044515e-05
123,2.0847298,0.5932104,4.48847,227.75939,290.41368,224.23513,0.8480464014500799,3.32141319854992,3.010056597650709,T0772,(290772) 2005 VC,17.54,83,2005-2025,1,9803,K2669,0.6208896842400453,0.0003900000000101045,290772 (2005 VC),20290772,0.03621496941231579,17.49,,.0200582,Y,APO,7265,94,1,0.0005412692042909839
124,2.2344631,0.5767474,16.18609,116.62205,139.53984,89.33903,0.9457423166790601,3.52318388332094,3.3401023934502114,V4082,(314082) Dryope,17.50,349,2005-2025,0,9803,K2669,0.0,0.0,314082 Dryope (2005 CZ36),20314082,0.0007462062054686935,17.50,,.0145807,Y,APO,7415,363,0,1.6732814145825614e-05
125,1.6992091,0.8257849,39.01303,181.67697,123.38896,109.12755,0.2960278832774099,3.10239031672259,2.214982186535956,N1937,(231937) 2001 FO32,17.51,284,2001-2025,0,9803,K2669,0.0,0.0,231937 (2001 FO32),20231937,0.0003230634921327812,17.51,0.55,.00248745,Y,APO,9037,287,0,1.001132716282882e-06
126,2.4077964,0.6238857,2.42699,338.65275,20.33259,145.34149,0.9056066575285201,3.90998614247148,3.736195914247076,52760,(52760) 1998 ML14,17.52,681,1998-2025,0,9803,K2669,0.0,0.0,52760 (1998 ML14),20052760,0.0009749621670132289,17.52,1.0,.0169976,Y,APO,9768,708,0,1.7434536289329117e-05
127,2.0677254,0.6691596,2.11568,232.85463,135.64523,192.51717,0.6840870984261601,3.45136370157384,2.9733038554681404,j8122,(458122) 2010 EW45,17.55,1269,1999-2025,0,9803,K2669,0.0,0.0,458122 (2010 EW45),20458122,0.006290174784240198,17.55,,.0190694,Y,APO,9499,1288,0,9.132324947813686e-05
128,0.8278977,0.2094484,8.54804,273.62643,327.01857,193.58027,0.6544958513713199,1.00129954862868,0.7532948773655039,G3899,(163899) 2003 SD220,17.56,1887,2000-2025,0,9802,K2669,0.0,0.0,163899 (2003 SD220),20163899,0.0007947993469009903,17.56,0.791,.0179894,Y,ATE,9153,1935,0,1.3939982466126821e-05
129,3.3418316,0.8320031,35.60472,80.21035,95.80133,123.22571,0.56141734912204,6.1222458508779605,6.109094483776245,o4034,(504034) 2005 UJ159,17.56,291,2005-2024,0,9803,K2669,0.0,0.0,504034 (2005 UJ159),20504034,0.0005689187635038567,17.56,,.0408601,Y,APO,6831,307,0,4.1036087452539505e-06
130,1.8896615,0.5208196,5.43674,104.69532,221.57844,161.94316,0.9054887534346,2.8738342465654,2.5976224094530314,H7614,(177614) 2004 HK33,17.57,816,2001-2026,0,9803,K2669,0.0,0.0,177614 (2004 HK33),20177614,0.0017631215333664275,17.57,,.0087742,Y,APO,9082,954,0,2.8082106609872426e-05
131,8.6053869,0.8827231,133.99961,128.96684,158.413,6.65892,1.00921309893261,16.20156070106739,25.24385062169724,K25V00P,2025 VP,17.57,109,151 days,5,9804,K2669,0.0,0.0,(2025 VP),54560903,0.19160384604900063,17.57,,.0274452,Y,APO,151,112,5,0.00021619088857960378
132,2.4211089,0.631387,8.56552,178.00841,243.15297,355.65328,0.8924522149556999,3.9497655850443008,3.7672243647769954,I0186,(180186) 2003 QZ30,17.58,718,1984-2023,0,9803,K2669,0.0,0.0,180186 (2003 QZ30),20180186,0.0012620078573960033,17.58,,.0453456,Y,APO,14122,745,0,1.8326285896819172e-05
133,2.8055539,0.8221067,9.62248,169.75955,102.82204,21.9338,0.4990892415988701,5.11201855840113,4.6992432373817685,m1482,(481482) 2007 CA19,17.58,620,2007-2021,0,9803,K2669,0.0,0.0,481482 (2007 CA19),20481482,0.000363578037160958,17.58,,.0194475,Y,APO,5409,628,0,5.017020612285705e-06
134,1.3762055,0.3023014,38.14572,344.3211,220.72405,97.73196,0.9601766506623001,1.7922343493377,1.6144512431904379,G2510,(162510) 2000 QW69,17.60,1667,2000-2026,0,9803,K2669,0.0,0.0,162510 (2000 QW69),20162510,0.0006274310423076596,17.60,1.406,.0248,Y,APO,9464,1760,0,1.115316888444795e-05
135,1.7052889,0.6889445,8.74062,34.00167,99.72654,193.669,0.5304394914339501,2.8801383085660497,2.2268806816948974,F4276,(154276) 2002 SY50,17.61,1164,2002-2025,0,9803,K2669,0.0,0.0,154276 (2002 SY50),20154276,0.0004315713786146566,17.61,1.060,.00391761,Y,APO,8344,1168,0,5.8073586046702985e-06
136,1.1049736,0.0755396,24.09941,290.33711,37.15512,104.27099,1.02150433624544,1.1884428637545599,1.1615231044324532,c5186,(385186) 1994 AW1,17.64,2734,1994-2024,0,9804,K2669,0.0,0.0,385186 (1994 AW1),20385186,0.0010724655697511712,17.64,0.811,.0194194,Y,AMO,13614,2792,0,1.9286290012132667e-05
137,2.4143354,0.5958396,18.80198,283.609,355.74077,314.03452,0.97577876099816,3.8528920390018406,3.751426166748907,h0440,(430440) 2000 OH,17.65,366,2000-2026,0,9803,K2669,0.0,0.0,430440 (2000 OH),20430440,0.00413254108345269,17.65,,.039892,Y,APO,9362,387,0,5.846734444503454e-05
138,3.2876537,0.6836654,46.98405,187.08625,168.80552,268.4184,1.03999861812802,5.53530878187198,5.961136935615902,K21H12K,2021 HK12,17.66,78,2015-2021,1,9804,K2669,0.0,0.0,(2021 HK12),54150700,0.008646014146109705,17.66,,.0457147,Y,AMO,2452,77,0,0.00014936918319108372
139,3.0387546,0.6736503,57.84046,177.37634,204.636,46.30594,0.9916966520836199,5.08581254791638,5.297164305311035,K09S18G,2009 SG18,17.67,291,2009-2025,0,9803,K2669,0.0,0.0,(2009 SG18),50467417,0.0005585726765208555,17.67,,.024135,Y,APO,5845,297,0,175.8629040533657
140,2.7252728,0.6949311,14.10845,92.64957,248.42475,124.01865,0.8313959752959199,4.61914962470408,4.49898942707165,~0lZl,(802885) 2015 HY116,17.67,119,2007-2025,0,9803,K2669,0.0,0.0,802885 (2015 HY116),20802885,0.006952062776521809,17.67,,.0460695,Y,APO,6584,125,0,9.970837760420181e-05
141,1.2189153,0.5698609,3.20528,307.34369,324.83375,244.76095,0.5243031301182299,1.91352746988177,1.3457373081493056,22753,(22753) 1998 WT,17.68,1412,1955-2026,0,9803,K2669,0.0,0.0,22753 (1998 WT),20022753,0.0015550781082927835,17.68,,.0337203,Y,APO,25672,1466,0,2.3643577321763587e-05
142,1.6550928,0.6239317,6.0672,34.03403,92.93111,197.11292,0.6224279356382401,2.6877576643617602,2.1292836735199434,69230,(69230) Hermes,17.68,2846,1937-2026,0,9803,K2669,0.0,0.0,69230 Hermes (1937 UB),20069230,0.00039362437767892684,17.68,,.00465584,Y,APO,32428,2709,0,5.979148028245618e-06
143,1.7198356,0.56153,28.82828,222.69423,280.98297,132.65061,0.754096315532,2.6855748844679996,2.255435447220056,F4302,(154302) 2002 UQ3,17.68,897,2002-2026,0,9803,K2669,0.0,0.0,154302 (2002 UQ3),20154302,0.0004384356188089285,17.69,,.0392802,Y,APO,8660,919,0,4.386993623484159e-06
144,17.8136156,0.9469937,19.56623,48.89139,333.20875,127.37831,0.9442338525782791,34.68299734742172,75.1844651651643,J99X35S,1999 XS35,17.69,207,88 days,5,B803,K2669,0.0,0.0,(1999 XS35),50024738,3.8135948708470218,17.69,,.00457671,Y,APO,88,212,5,151.9561199999996
145,1.7723384,0.4846564,15.15631,61.2066,232.43344,239.63201,0.91336325147424,2.63131354852576,2.3594999403591754,07335,(7335) 1989 JA,17.70,2570,1989-2026,0,9803,K2669,0.0,0.0,7335 (1989 JA),20007335,0.00041723107068433507,17.70,1.8,.0226487,Y,APO,13444,2578,0,7.484817217573436e-06
146,1.4913987,0.5783451,7.79145,110.66657,97.80704,169.28,0.6288555697086301,2.3539418302913697,1.8213383840690112,D6849,(136849) 1998 CS1,17.70,724,1998-2025,0,9803,K2669,0.0,0.0,136849 (1998 CS1),20136849,0.0003344922243422287,17.70,,.0196452,Y,APO,9868,760,0,2.4692000124559854e-06
147,2.6301994,0.6401361,70.55951,18.46202,13.16707,313.1496,0.94651381386166,4.31388498613834,4.26562832456101,K22R03X,2022 RX3,17.70,90,219 days,4,B803,K2669,0.0,0.0,(2022 RX3),54302657,0.016575627157291366,17.70,,.042221,Y,APO,219,92,4,0.002726961697646857
148,2.5128427,0.6316815,9.87177,48.48253,325.71499,267.86855,0.92552645399995,4.10015894600005,3.983345297019162,~001X,(620095) 2016 CB194,17.62,313,2004-2025,0,9803,K2669,0.09849365463359279,8.000000002539309e-05,620095 (2016 CB194),20620095,0.011841970109231784,17.71,,.000875126,Y,APO,7764,461,0,0.00017528525961552077
149,2.0334038,0.5609582,6.50656,111.23173,104.54677,246.73838,0.8927492644788401,3.17405833552116,2.899582341570846,20236,(20236) 1998 BZ7,17.72,365,1998-2025,0,9803,K2669,0.0,0.0,20236 (1998 BZ7),20020236,0.0020256952613546164,17.72,,.0499154,Y,APO,10162,368,0,3.0114961418803432e-05
150,2.1345095,0.5147127,7.35457,116.19322,182.65206,146.99943,1.03585035207935,3.23316864792065,3.1185099787839454,L2546,(212546) 2006 SV19,17.72,365,2003-2025,0,9804,K2669,0.0,0.0,212546 (2006 SV19),20212546,0.0020935852218995476,17.72,,.0196799,Y,AMO,8040,373,0,3.005838718195264e-05
151,2.5857049,0.633655,11.22959,154.89353,161.15463,334.55652,0.9472600615905001,4.2241497384095,4.157846363190114,~0ZSe,(756316) 2018 XV5,17.72,1143,1993-2026,0,9803,K2669,0.0,0.0,756316 (2018 XV5),20756316,0.0006703179964064848,17.72,,.0333094,Y,APO,12065,1164,0,9.837930889489144e-06
152,3.2012994,0.7597263,13.50267,202.66443,238.6247,5.93771,0.7691880516457801,5.63341074835422,5.727821032401537,f4287,(414287) 2008 OB9,17.73,315,2008-2021,0,9803,K2669,0.0,0.0,414287 (2008 OB9),20414287,0.004079675086033958,17.73,1.974,.0126641,Y,APO,4671,329,0,6.145953182112862e-05
153,1.1824116,0.6294724,1.52282,272.10936,140.23618,266.52769,0.43811613236015995,1.9267070676398401,1.2857396072023919,88254,(88254) 2001 FM129,17.75,960,1978-2026,0,9803,K2669,0.0,0.0,88254 (2001 FM129),20088254,0.0030713561584639194,17.77,0.800,.010087,Y,APO,17620,1001,0,4.373953657932361e-05
154,1.7870592,0.4456396,9.93722,58.61606,27.69964,95.37646,0.99067485293568,2.58344354706432,2.3889574219987644,G3014,(163014) 2001 UA5,17.76,1245,1990-2026,0,9803,K2669,0.0,0.0,163014 (2001 UA5),20163014,0.0010914778942172898,17.75,,.031256,Y,APO,13211,1270,0,1.827389002073687e-05
155,1.2344234,0.2800086,19.00837,286.22318,306.85627,52.24722,0.8887742319587602,1.58007256804124,1.371501284139249,90403,(90403) 2003 YE45,17.77,2068,1989-2026,0,9803,K2669,0.0,0.0,90403 (2003 YE45),20090403,0.00012754021199304786,17.77,0.572,.0367498,Y,APO,13280,2216,0,1.3107312497595558e-05
156,1.8597596,0.4519655,26.05772,173.52007,3.5577,339.66621,1.0192124225062,2.7003067774938003,2.5362100186984438,D9211,(139211) 2001 GN2,17.77,245,1999-2025,0,9804,K2669,0.0,0.0,139211 (2001 GN2),20139211,0.0022916768082961816,17.77,,.0257541,Y,AMO,9574,252,0,7.543518330521692e-05
157,2.7471745,0.7063586,20.66508,138.78161,235.30583,88.37216,0.8066841662243001,4.6876648337757,4.553332549864694,~000t,(620055) 2003 BK47,17.77,607,2003-2026,0,9803,K2669,0.0,0.0,620055 (2003 BK47),20620055,0.0007383530910171995,17.77,,.0209465,Y,APO,8415,636,0,9.482225209467288e-06
158,2.8512813,0.6598776,20.67934,38.60318,347.10424,198.33004,0.9697846388311202,4.73277796116888,4.81459874928767,K19C04E,2019 CE4,17.78,388,2018-2024,0,9803,K2669,0.0,0.0,(2019 CE4),50838263,0.00036976555607997637,17.78,,.0129605,Y,APO,2054,397,0,6.947459382899979e-06
159,2.6909603,0.6769401,5.39883,105.20898,246.81591,46.08331,0.8693413654219698,4.51257923457803,4.414290761077776,W9614,(329614) 2003 KU2,17.78,361,2003-2026,0,9803,K2669,0.0,0.0,329614 (2003 KU2),20329614,0.0021858549196990705,17.78,,.0268841,Y,APO,8321,380,0,3.2748448205666136e-05
160,2.3202498,0.5611728,1.94299,264.05008,278.72548,299.64091,1.0181887230345599,3.62231087696544,3.5342894625199937,K0840,(200840) 2001 XN254,17.79,702,1994-2025,0,9804,K2669,0.0,0.0,200840 (2001 XN254),20200840,0.002671394564431869,17.80,,.0396548,Y,AMO,11271,729,0,3.933617063012207e-05
161,2.6899898,0.7933788,17.17979,353.93105,95.746,268.90664,0.55580892046376,4.824170679536241,4.411902942742463,q3589,(523589) 2001 HA4,17.79,243,2001-2023,0,9803,K2669,0.0,0.0,523589 (2001 HA4),20523589,0.0005762449548747445,17.79,1.851,.0253332,Y,APO,8073,243,0,7.63073728649033e-06
162,0.8649325,0.2085728,16.72622,96.44687,16.61338,131.0089,0.684531106664,1.045333893336,0.8044023379259045,F2637,(152637) 1997 NC1,17.80,2604,1997-2026,0,9802,K2669,0.0,0.0,152637 (1997 NC1),20152637,0.00047016776833692513,17.87,,.0167127,Y,ATE,10637,1117,0,1.5839104378301272e-05
163,1.0494373,0.4990536,26.60392,165.54034,72.16443,97.54199,0.5257118374607199,1.5731627625392797,1.0750650524318957,V0560,(310560) 2001 QL142,17.80,202,1974-2017,0,9803,K2669,0.0,0.0,310560 (2001 QL142),20310560,0.0020970439998458934,17.80,0.654,.0486259,Y,APO,16496,367,0,3.2748770109947145e-05
